tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,2524294935997118.5,-19052818272872.438,-27707518732071.594,26257818019136.133
tenant-dsk,-19052818272872.438,3541289163096542.5,105070646709011.38,-285988801249675.4
tenant-mem,-27707518732071.594,105070646709011.38,1806198737456242.2,55377456660050.15
tenant-ntk,26257818019136.133,-285988801249675.4,55377456660050.15,1734403099180643.0
