,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.03724212970789094,0.06808223513541564,0.07843095200635883,0.0013118233493725404
tenant-dsk,0.045932124666228376,,0.30500532126669233,0.28633199259381115,0.01112850716803321
tenant-mem,0.08312701682720755,0.3412806744064318,,0.4970024543235935,0.03692927713711092
tenant-ntk,0.02868191141760872,0.20389803280265265,0.34583539220281506,,0.009149931633426138
tenant-nsy,0.0,0.0,0.01,0.0,
