,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.04107972454872176,0.003219309393820718,0.10400110014436206,0.04580625314081719
tenant-dsk,0.20247753738843216,,0.003548943322801026,0.00176012631270921,8.155606635714984e-05
tenant-mem,0.011558065528678252,0.0008974997363217904,,0.003558901352904629,2.8298567349557155e-05
tenant-ntk,0.02167854170459932,0.003922254909436996,0.00010066420506089091,,1.17683567988602e-07
tenant-nsy,0.2656803898769435,0.10562637914745193,0.20599100192338404,0.002716554883486209,
