,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.19786356439288869,0.16203079486855054,0.9481132274045562,0.586375243949882
tenant-dsk,0.6191268469558149,,0.3218920251619025,0.9107820241375237,0.025463613127896963
tenant-mem,0.1540541828937535,0.48360623778510936,,0.6214639288544244,0.2312381025230964
tenant-ntk,0.886695308063538,0.38826062578295095,0.9874879065657683,,0.2718399628555178
tenant-nsy,0.6730519837045165,0.598666905685606,0.3463039476415057,0.7792700356364779,
