,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.5792147895365679,0.5822649222113849,0.5752980936439115,0.6364590408820151
tenant-dsk,0.6475353471905716,,0.7628765133769849,0.5940156255014908,0.7925346045562479
tenant-mem,0.5721595967201063,0.6164531163749133,,0.6743290484652802,0.6774054187832751
tenant-ntk,0.5275717951007728,0.5618366038261399,0.5280724755346439,,0.5419382730459986
tenant-nsy,0.644002139068007,0.6359477397985528,0.635403683611695,0.5670335663743077,
