,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.01719503060793762,0.2347961402978612,0.17016691059572947,0.05991659496444963
tenant-dsk,0.3587650648332562,,2.933352638853847e-07,0.00020965219351580308,4.318483678833555e-07
tenant-mem,0.4240782809188296,3.253230150271044e-07,,0.019520238423107586,0.00027665116356828136
tenant-ntk,0.32790326424482763,8.77608711657814e-06,0.0010845326552709875,,2.4511848056246496e-11
tenant-nsy,0.41869128029210845,5.141503142690716e-08,0.02573284049424681,0.020007316319427496,
