,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,7.093597356560011e-09,1.0362925247706031e-07,0.04389618871112337
tenant-dsk,0.13589232238758608,,0.00020365758976947836,8.40639035744016e-08
tenant-mem,0.4110982130213858,0.0017234407124789343,,6.156333749684968e-06
tenant-ntk,0.07237433165596445,1.539823355283669e-10,1.465089471796014e-12,
