,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.532014876104361,0.33989228609999605,0.5458427761253768,0.40768814683381444
tenant-dsk,0.5921253670688023,,0.4352324515970037,0.596356127775049,0.4725439883626937
tenant-mem,0.3322709387166963,0.4574383380674565,,0.3431141121652857,0.4133208188720461
tenant-ntk,0.40814508930842164,0.5364701603944015,0.4953003407731258,,0.46877927184211127
tenant-nsy,0.2863562604593612,0.39720932946945753,0.2840855550109252,0.2835296320384872,
