,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.25548781328744,0.4013098528875616,0.1500628158437467,
tenant-dsk,0.6539800875967676,,0.8524731278384021,0.4191670077780506,
tenant-mem,0.1909374634682266,0.4364071870355605,,0.04398650610097004,
tenant-ntk,0.24435774335914412,0.26411240695435023,0.12651743717069477,,
tenant-nsy,,,,,
