,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,0.000511991387832421,0.0001470122654598211,0.00014782088922126208,6.543454558935489e-05
tenant-dsk,0.09530177693771139,,0.002448066561863532,6.961475582159331e-07,6.019291544206399e-06
tenant-mem,0.0016462778080085499,3.213314544710205e-07,,2.806145222436565e-09,1.2864927284397073e-09
tenant-ntk,0.00016600972588866174,0.0003620749062809495,0.02661642623892108,,8.11669852015853e-10
tenant-nsy,0.04777850981841757,3.559889363741217e-05,4.9612448915047495e-05,1.258929601200036e-06,
