,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk,tenant-nsy
tenant-cpu,,3.082000061610128e-08,9.399453094978128e-09,2.813110127354994e-07,1.523372982230577e-07
tenant-dsk,3.219653171716407e-08,,2.454134722127361e-08,0.0001076119508037779,0.013337166599152891
tenant-mem,8.885510949444627e-06,5.9609393466676595e-06,,0.02183785195194226,0.00014228773757188345
tenant-ntk,9.422720687697874e-05,9.128040945215248e-10,8.753664559009714e-06,,5.944396631713056e-11
tenant-nsy,2.9614857199329744e-08,3.5485232105723215e-05,9.834707700832407e-12,6.133284660042995e-07,
