tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,2146683.8225292703,104715.25304112112,796125.8626696966,13728010.666540956
tenant-dsk,104715.25304112112,1660997.7285418864,101967.47298522432,4211568.356516195
tenant-mem,796125.8626696966,101967.47298522432,2253999.729623309,3524398.5742765847
tenant-ntk,13728010.666540956,4211568.356516195,3524398.5742765847,1931274464.9959674
