tenant1,tenant2,correlation,metric,phase,round_id
tenant-cpu,tenant-dsk,0.27702116407731453,cpu_usage,1-Baseline,round-1
tenant-cpu,tenant-mem,0.39258069437033216,cpu_usage,1-Baseline,round-1
tenant-cpu,tenant-ntk,0.24152670306841495,cpu_usage,1-Baseline,round-1
tenant-dsk,tenant-mem,0.2506282394102308,cpu_usage,1-Baseline,round-1
tenant-dsk,tenant-ntk,-0.032426315330716354,cpu_usage,1-Baseline,round-1
tenant-mem,tenant-ntk,0.23295218891537153,cpu_usage,1-Baseline,round-1
tenant-cpu,tenant-dsk,0.11572854099669956,cpu_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-mem,0.6257135906464599,cpu_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-nsy,-0.5318980078533422,cpu_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-ntk,0.22287223141502563,cpu_usage,2-CPU-Noise,round-1
tenant-dsk,tenant-mem,0.15844140050736166,cpu_usage,2-CPU-Noise,round-1
tenant-dsk,tenant-nsy,-0.010198167485839703,cpu_usage,2-CPU-Noise,round-1
tenant-dsk,tenant-ntk,0.4000202327225222,cpu_usage,2-CPU-Noise,round-1
tenant-mem,tenant-nsy,-0.4272122366566307,cpu_usage,2-CPU-Noise,round-1
tenant-mem,tenant-ntk,0.26040487732819684,cpu_usage,2-CPU-Noise,round-1
tenant-nsy,tenant-ntk,0.09378881317730145,cpu_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-dsk,0.042767498023915045,cpu_usage,3-Memory-Noise,round-1
tenant-cpu,tenant-mem,0.40602037904423344,cpu_usage,3-Memory-Noise,round-1
tenant-cpu,tenant-nsy,-0.19371725716182597,cpu_usage,3-Memory-Noise,round-1
tenant-cpu,tenant-ntk,0.3094134502217429,cpu_usage,3-Memory-Noise,round-1
tenant-dsk,tenant-mem,0.06810842616639014,cpu_usage,3-Memory-Noise,round-1
tenant-dsk,tenant-nsy,0.11935412094401367,cpu_usage,3-Memory-Noise,round-1
tenant-dsk,tenant-ntk,0.4698423289425176,cpu_usage,3-Memory-Noise,round-1
tenant-mem,tenant-nsy,-0.14194638813398858,cpu_usage,3-Memory-Noise,round-1
tenant-mem,tenant-ntk,0.30152489401650706,cpu_usage,3-Memory-Noise,round-1
tenant-nsy,tenant-ntk,0.23325185075578267,cpu_usage,3-Memory-Noise,round-1
tenant-cpu,tenant-dsk,-0.04225370366558493,cpu_usage,4-Network-Noise,round-1
tenant-cpu,tenant-mem,0.6411941138108801,cpu_usage,4-Network-Noise,round-1
tenant-cpu,tenant-nsy,-0.5385638354995156,cpu_usage,4-Network-Noise,round-1
tenant-cpu,tenant-ntk,0.1598121322436889,cpu_usage,4-Network-Noise,round-1
tenant-dsk,tenant-mem,0.05014062397801792,cpu_usage,4-Network-Noise,round-1
tenant-dsk,tenant-nsy,0.28532807084188877,cpu_usage,4-Network-Noise,round-1
tenant-dsk,tenant-ntk,0.35397707651414273,cpu_usage,4-Network-Noise,round-1
tenant-mem,tenant-nsy,-0.472171828785908,cpu_usage,4-Network-Noise,round-1
tenant-mem,tenant-ntk,0.17385244277915912,cpu_usage,4-Network-Noise,round-1
tenant-nsy,tenant-ntk,0.18042394906125425,cpu_usage,4-Network-Noise,round-1
tenant-cpu,tenant-dsk,0.16706712380481198,cpu_usage,5-Disk-Noise,round-1
tenant-cpu,tenant-mem,0.15285039236435952,cpu_usage,5-Disk-Noise,round-1
tenant-cpu,tenant-nsy,0.2875532342165033,cpu_usage,5-Disk-Noise,round-1
tenant-cpu,tenant-ntk,0.30174953966185086,cpu_usage,5-Disk-Noise,round-1
tenant-dsk,tenant-mem,0.05777698261682044,cpu_usage,5-Disk-Noise,round-1
tenant-dsk,tenant-nsy,0.28058872398301565,cpu_usage,5-Disk-Noise,round-1
tenant-dsk,tenant-ntk,0.3626340287749611,cpu_usage,5-Disk-Noise,round-1
tenant-mem,tenant-nsy,0.0973290936856574,cpu_usage,5-Disk-Noise,round-1
tenant-mem,tenant-ntk,0.35804701888670015,cpu_usage,5-Disk-Noise,round-1
tenant-nsy,tenant-ntk,0.27888331912587033,cpu_usage,5-Disk-Noise,round-1
tenant-cpu,tenant-dsk,0.19058018263532298,cpu_usage,6-Combined-Noise,round-1
tenant-cpu,tenant-mem,0.6902157580791308,cpu_usage,6-Combined-Noise,round-1
tenant-cpu,tenant-nsy,-0.27218995282376846,cpu_usage,6-Combined-Noise,round-1
tenant-cpu,tenant-ntk,0.2884497345120056,cpu_usage,6-Combined-Noise,round-1
tenant-dsk,tenant-mem,0.2816973156280501,cpu_usage,6-Combined-Noise,round-1
tenant-dsk,tenant-nsy,0.0641306357427653,cpu_usage,6-Combined-Noise,round-1
tenant-dsk,tenant-ntk,0.36470172344539364,cpu_usage,6-Combined-Noise,round-1
tenant-mem,tenant-nsy,-0.3821925546770793,cpu_usage,6-Combined-Noise,round-1
tenant-mem,tenant-ntk,0.3272940954011642,cpu_usage,6-Combined-Noise,round-1
tenant-nsy,tenant-ntk,0.1875430540455147,cpu_usage,6-Combined-Noise,round-1
tenant-cpu,tenant-dsk,0.27100426638587033,cpu_usage,7-Recovery,round-1
tenant-cpu,tenant-mem,0.5907810441595731,cpu_usage,7-Recovery,round-1
tenant-cpu,tenant-nsy,-0.5744902158356128,cpu_usage,7-Recovery,round-1
tenant-cpu,tenant-ntk,0.21630933642883798,cpu_usage,7-Recovery,round-1
tenant-dsk,tenant-mem,0.3188756868872404,cpu_usage,7-Recovery,round-1
tenant-dsk,tenant-nsy,-0.15535039800814288,cpu_usage,7-Recovery,round-1
tenant-dsk,tenant-ntk,0.3116401118540107,cpu_usage,7-Recovery,round-1
tenant-mem,tenant-nsy,-0.6528023352379733,cpu_usage,7-Recovery,round-1
tenant-mem,tenant-ntk,0.1455006562594415,cpu_usage,7-Recovery,round-1
tenant-nsy,tenant-ntk,0.04019488539080986,cpu_usage,7-Recovery,round-1
tenant-cpu,tenant-dsk,0.05354962754957189,memory_usage,1-Baseline,round-1
tenant-cpu,tenant-mem,-0.009688059991993186,memory_usage,1-Baseline,round-1
tenant-cpu,tenant-ntk,0.0432420390762533,memory_usage,1-Baseline,round-1
tenant-dsk,tenant-mem,0.1470672127367803,memory_usage,1-Baseline,round-1
tenant-dsk,tenant-ntk,-0.027224402605759663,memory_usage,1-Baseline,round-1
tenant-mem,tenant-ntk,0.1590794900305579,memory_usage,1-Baseline,round-1
tenant-cpu,tenant-dsk,-0.23962189340256798,memory_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-mem,-0.16141592718402833,memory_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-nsy,-0.023203490273861184,memory_usage,2-CPU-Noise,round-1
