tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,-0.04225370366558493,0.6411941138108801,-0.5385638354995156,0.1598121322436889
tenant-dsk,-0.04225370366558493,1.0,0.05014062397801792,0.28532807084188877,0.35397707651414273
tenant-mem,0.6411941138108801,0.05014062397801792,1.0,-0.472171828785908,0.17385244277915912
tenant-nsy,-0.5385638354995156,0.28532807084188877,-0.472171828785908,1.0,0.18042394906125425
tenant-ntk,0.1598121322436889,0.35397707651414273,0.17385244277915912,0.18042394906125425,1.0
