tenant1,tenant2,covariance,metric,phase,round_id
tenant-cpu,tenant-dsk,0.00886187030400942,cpu_usage,1-Baseline,round-1
tenant-cpu,tenant-mem,0.0278667239730834,cpu_usage,1-Baseline,round-1
tenant-cpu,tenant-ntk,0.016274591028895537,cpu_usage,1-Baseline,round-1
tenant-dsk,tenant-mem,0.008329174548563264,cpu_usage,1-Baseline,round-1
tenant-dsk,tenant-ntk,-0.0010229573225148934,cpu_usage,1-Baseline,round-1
tenant-mem,tenant-ntk,0.01630689393912984,cpu_usage,1-Baseline,round-1
tenant-cpu,tenant-dsk,0.002942116168717467,cpu_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-mem,0.03691734575169544,cpu_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-nsy,-0.08141746396938966,cpu_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-ntk,0.014270922895894168,cpu_usage,2-CPU-Noise,round-1
tenant-dsk,tenant-mem,0.0037878504503389,cpu_usage,2-CPU-Noise,round-1
tenant-dsk,tenant-nsy,-0.0006325292562619363,cpu_usage,2-CPU-Noise,round-1
tenant-dsk,tenant-ntk,0.010378804397913895,cpu_usage,2-CPU-Noise,round-1
tenant-mem,tenant-nsy,-0.061494702292228545,cpu_usage,2-CPU-Noise,round-1
tenant-mem,tenant-ntk,0.015680143228137433,cpu_usage,2-CPU-Noise,round-1
tenant-nsy,tenant-ntk,0.014651641286711477,cpu_usage,2-CPU-Noise,round-1
tenant-cpu,tenant-dsk,0.0010796385494649713,cpu_usage,3-Memory-Noise,round-1
tenant-cpu,tenant-mem,0.021602038047436985,cpu_usage,3-Memory-Noise,round-1
tenant-cpu,tenant-nsy,-0.02096486977455301,cpu_usage,3-Memory-Noise,round-1
tenant-cpu,tenant-ntk,0.01861519510479463,cpu_usage,3-Memory-Noise,round-1
tenant-dsk,tenant-mem,0.0014932585373101314,cpu_usage,3-Memory-Noise,round-1
tenant-dsk,tenant-nsy,0.005322902895952192,cpu_usage,3-Memory-Noise,round-1
tenant-dsk,tenant-ntk,0.011648441195948581,cpu_usage,3-Memory-Noise,round-1
tenant-mem,tenant-nsy,-0.013341904466579181,cpu_usage,3-Memory-Noise,round-1
tenant-mem,tenant-ntk,0.01575510129732296,cpu_usage,3-Memory-Noise,round-1
tenant-nsy,tenant-ntk,0.02479134494765065,cpu_usage,3-Memory-Noise,round-1
tenant-cpu,tenant-dsk,-0.0009146805738644273,cpu_usage,4-Network-Noise,round-1
tenant-cpu,tenant-mem,0.03367807716668677,cpu_usage,4-Network-Noise,round-1
tenant-cpu,tenant-nsy,-0.06572193280334983,cpu_usage,4-Network-Noise,round-1
tenant-cpu,tenant-ntk,0.008370984052516356,cpu_usage,4-Network-Noise,round-1
tenant-dsk,tenant-mem,0.0009712611938204768,cpu_usage,4-Network-Noise,round-1
tenant-dsk,tenant-nsy,0.012841216905298885,cpu_usage,4-Network-Noise,round-1
tenant-dsk,tenant-ntk,0.0068380212908289465,cpu_usage,4-Network-Noise,round-1
tenant-mem,tenant-nsy,-0.05156022946008336,cpu_usage,4-Network-Noise,round-1
tenant-mem,tenant-ntk,0.008148716250095583,cpu_usage,4-Network-Noise,round-1
tenant-nsy,tenant-ntk,0.019647982438083824,cpu_usage,4-Network-Noise,round-1
tenant-cpu,tenant-dsk,0.0040067915780030595,cpu_usage,5-Disk-Noise,round-1
tenant-cpu,tenant-mem,0.009890444729302342,cpu_usage,5-Disk-Noise,round-1
tenant-cpu,tenant-nsy,0.00707131758305449,cpu_usage,5-Disk-Noise,round-1
tenant-cpu,tenant-ntk,0.017607726764649608,cpu_usage,5-Disk-Noise,round-1
tenant-dsk,tenant-mem,0.0015021874528943432,cpu_usage,5-Disk-Noise,round-1
tenant-dsk,tenant-nsy,0.002772504823746431,cpu_usage,5-Disk-Noise,round-1
tenant-dsk,tenant-ntk,0.008502472568846958,cpu_usage,5-Disk-Noise,round-1
tenant-mem,tenant-nsy,0.0025947067511579575,cpu_usage,5-Disk-Noise,round-1
tenant-mem,tenant-ntk,0.022649585198847313,cpu_usage,5-Disk-Noise,round-1
tenant-nsy,tenant-ntk,0.006704641372536327,cpu_usage,5-Disk-Noise,round-1
tenant-cpu,tenant-dsk,0.002797338556443626,cpu_usage,6-Combined-Noise,round-1
tenant-cpu,tenant-mem,0.021556962212088474,cpu_usage,6-Combined-Noise,round-1
tenant-cpu,tenant-nsy,-0.02044797199723803,cpu_usage,6-Combined-Noise,round-1
tenant-cpu,tenant-ntk,0.012143071874157087,cpu_usage,6-Combined-Noise,round-1
tenant-dsk,tenant-mem,0.0044916577104584165,cpu_usage,6-Combined-Noise,round-1
tenant-dsk,tenant-nsy,0.00245960264357363,cpu_usage,6-Combined-Noise,round-1
tenant-dsk,tenant-ntk,0.007838220781066581,cpu_usage,6-Combined-Noise,round-1
