,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.000633197499568718,0.3410974276810819,0.18035165071174153
tenant-dsk,0.23165407596084459,,0.1969032435308125,0.6831296188056466
tenant-mem,0.022028439923203375,1.4241631522408566e-07,,0.4067524342781136
tenant-ntk,0.006386307695384506,0.8294459727005197,0.11327881823610166,
