,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.048649454012812274,0.15536634908181676,0.1646494500823709
tenant-dsk,0.012301986289515243,,0.009889425957361128,0.0029597683875506853
tenant-mem,0.17154922240145556,0.024487580703948266,,0.1641110190733998
tenant-ntk,0.08753413087572953,0.015938757309223,0.08868407460713755,
