tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,0.09668016991897704,0.0146730899001027,0.035435893739204895,-0.03631718502865211
tenant-dsk,0.0146730899001027,0.015615049839992644,0.011696372514654,-0.02506943957743168
tenant-mem,0.035435893739204895,0.011696372514654,0.08030710946680177,-0.0005272366026276968
tenant-ntk,-0.03631718502865211,-0.02506943957743168,-0.0005272366026276968,0.21319089938629804
