tenant_id,metric_name,experimental_phase,round_id,count,mean,std,min,max,skewness,kurtosis
tenant-cpu,cpu_usage,1-Baseline,round-5,366,3.777335791386768,0.2676364076082638,2.892297262036612,4.325994011081792,-0.8064441957752899,-0.016668330289962174
tenant-cpu,cpu_usage,2-CPU-Noise,round-5,354,2.5311062148064605,0.24314015458683894,1.888222605953834,3.887768449611079,0.5381721796363071,3.773869996363938
tenant-cpu,cpu_usage,3-Memory-Noise,round-5,356,2.9010380258823973,0.2179027504028432,2.0189892997909653,3.542493686731071,-0.8468866981192079,1.3718399640099466
tenant-cpu,cpu_usage,4-Network-Noise,round-5,351,2.397857264289412,0.2545080828363987,1.8671777271073375,3.682443622799638,2.076506506516133,7.963920816559033
tenant-cpu,cpu_usage,5-Disk-Noise,round-5,281,3.4418030637473827,0.2429271878336901,2.724816299990022,3.867878406496661,-0.6787702177628627,-0.07909759783357684
tenant-cpu,cpu_usage,6-Combined-Noise,round-5,212,1.6446156298452514,0.15375078557710758,1.2372530592174509,2.2367422323318205,0.7631430254786045,2.1565935988764364
tenant-cpu,cpu_usage,7-Recovery,round-5,355,3.686700199968847,0.3500075167657686,1.7544885310007596,4.124028875389642,-2.1816775153620926,7.193682011856888
tenant-cpu,disk_io_total,1-Baseline,round-5,366,312192.9114896051,41045.74092637971,214337.8515531596,471854.9941250908,0.34282296844482646,0.6863336031415299
tenant-cpu,disk_io_total,2-CPU-Noise,round-5,354,296752.2738978743,44135.99432074666,147297.0273541685,401510.6888532632,-0.3948689766810254,0.3560578226701816
tenant-cpu,disk_io_total,3-Memory-Noise,round-5,356,307280.2664131688,39129.611198325576,192524.103265436,424535.5974602994,-0.08877924458354126,-0.06847944940586492
tenant-cpu,disk_io_total,4-Network-Noise,round-5,351,298536.80129150674,36102.427674908366,206371.64297050543,374515.4140035106,-0.14342682231790163,-0.309355474881019
tenant-cpu,disk_io_total,5-Disk-Noise,round-5,281,278095.436140994,49357.09775293578,151383.51581562165,382042.4182337895,-0.258299698812509,-0.4380785200707775
tenant-cpu,disk_io_total,6-Combined-Noise,round-5,212,238316.16205770656,44926.892270715194,149981.57720323838,361257.3828238901,0.5521428609284864,0.11772894047047
tenant-cpu,disk_io_total,7-Recovery,round-5,355,308506.829012063,45594.8982530484,144791.01948670307,405056.2966172776,-0.5739967049681892,0.1014315761045057
tenant-cpu,memory_usage,1-Baseline,round-5,366,241302421.6830601,52268297.71881489,129171456.0,339853312.0,-0.008915211968519295,-0.7544388973397789
tenant-cpu,memory_usage,2-CPU-Noise,round-5,354,249086495.81920904,46768041.15163504,109092864.0,346169344.0,-0.22218861928561306,-0.06752298986054495
tenant-cpu,memory_usage,3-Memory-Noise,round-5,356,258045261.66292134,47569943.42809027,157863936.0,350998528.0,0.08390201226162153,-0.8970862026108262
tenant-cpu,memory_usage,4-Network-Noise,round-5,351,262310512.3190883,45539877.1065755,139808768.0,338767872.0,-0.15565925443226802,-0.7011425324406728
tenant-cpu,memory_usage,5-Disk-Noise,round-5,281,254416801.25266904,57493954.083889484,107905024.0,356483072.0,-0.3198347440310761,-0.4980986511673158
tenant-cpu,memory_usage,6-Combined-Noise,round-5,212,267189576.4528302,57169070.028914146,153849856.0,359604224.0,-0.048121783279652816,-1.0715776384728448
tenant-cpu,memory_usage,7-Recovery,round-5,355,264795808.09014085,50084507.24858782,151175168.0,364187648.0,0.01097844835873032,-0.46133340659122757
tenant-cpu,network_throughput,1-Baseline,round-5,366,11482.893012267346,1673.7668553946357,5348.707118204923,16964.78964984364,-0.031090561981878026,1.9121376412921647
tenant-cpu,network_throughput,2-CPU-Noise,round-5,354,10614.689954399095,1531.0757228007687,6306.452838612958,13771.314444597368,-0.6159033617615164,-0.14356038220033396
tenant-cpu,network_throughput,3-Memory-Noise,round-5,356,10962.76836415796,1528.9876112883055,6328.191940394908,14517.535598048213,-0.5213006535430879,0.06728248111387236
tenant-cpu,network_throughput,4-Network-Noise,round-5,351,10474.045839643331,1477.461525519466,6389.7592641951605,13791.769651560073,-0.6149411947244624,-0.014179049455268267
tenant-cpu,network_throughput,5-Disk-Noise,round-5,281,9867.534674879616,1526.442017390689,4600.521037260714,12896.87420679194,-0.6251082856370013,0.19676985524284696
tenant-cpu,network_throughput,6-Combined-Noise,round-5,212,8683.54240633838,1307.1860540008981,4494.323132000869,11638.176772851,-0.07384989154866867,0.149123175007833
tenant-cpu,network_throughput,7-Recovery,round-5,355,11167.587401298884,1688.0442777243748,4709.240069403286,14428.530405543645,-0.8594801084507364,0.591277632706686
tenant-dsk,cpu_usage,1-Baseline,round-5,366,0.9744541373656591,0.1223087698068591,0.7018669788374382,1.4773069628662123,1.3958863794849479,4.133929532267714
tenant-dsk,cpu_usage,2-CPU-Noise,round-5,354,0.8912983009370362,0.09250005002638985,0.6241598077691046,1.08427775940474,-0.5087666079824836,-0.056509077111421835
tenant-dsk,cpu_usage,3-Memory-Noise,round-5,356,0.9164537237976872,0.0830638478486196,0.6418136064827145,1.1073990229023891,-0.572540010607924,0.1589638654622334
tenant-dsk,cpu_usage,4-Network-Noise,round-5,351,0.9054830999203933,0.0875671258666051,0.6321785174094441,1.0902789594762008,-0.5484877588944375,0.059389137411407944
tenant-dsk,cpu_usage,5-Disk-Noise,round-5,281,0.8534230039875568,0.10198654579927662,0.504723567660841,1.0297747424168566,-0.5293062420903901,-0.09442755381226364
tenant-dsk,cpu_usage,6-Combined-Noise,round-5,212,0.7738600959185976,0.0946657782342146,0.4983195582626382,0.978114571776063,-0.07125901319867649,-0.22848998561861267
tenant-dsk,cpu_usage,7-Recovery,round-5,355,0.9485868920800523,0.13706248809627106,0.2894883887283326,1.2441680408620952,-1.444459407150428,3.4853440761244063
tenant-dsk,disk_io_total,1-Baseline,round-5,366,18639463.16211603,37019133.32963171,8087541.163280776,288156216.0008561,6.242871693186701,38.72251865202283
tenant-dsk,disk_io_total,2-CPU-Noise,round-5,354,12645019.289511941,1984578.5070432671,7982190.062852155,19272224.41737309,0.48029664242695075,0.35862233426825174
tenant-dsk,disk_io_total,3-Memory-Noise,round-5,356,12805522.482396824,1843260.65436655,8240960.032462519,18109909.70023238,0.38837820846187215,-0.05426851245230058
