,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.00506654912396623,0.1641618053172327,0.07496676327205545,0.00010207057827413993
tenant-dsk,0.32971565342120407,,0.5110713261707289,0.0013711525124314283,0.011576297845719317
tenant-mem,0.047276735582637154,0.11411706053804796,,0.023145909992009717,0.1984319634381942
tenant-nsy,2.260345320838628e-05,5.856714727403535e-06,0.008709915703408148,,0.008936499984217005
tenant-ntk,0.5657539342004132,0.010526239805096066,0.037801952203327494,0.6354388261913035,
