,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.30359970051136104,0.2939404744561318,0.20485844012786358,0.3663959348831741
tenant-dsk,0.3392316676554361,,0.2852780091266669,0.24197351291037172,0.34250790820748567
tenant-mem,0.24375907758124507,0.30766020213572975,,0.2035513160551404,0.2517942084185034
tenant-nsy,0.14093802398920524,0.1618660348474793,0.15183063436014807,,0.15160232252329442
tenant-ntk,0.3663047294651163,0.37352919393050404,0.2630247728020128,0.21649221603237226,
