,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.5652655686456429,0.5084204686281615,0.36326325802711373
tenant-dsk,0.5557882086177075,,0.0444547644609249,0.7525391711389144
tenant-mem,0.31166068509215883,0.2692808338093078,,0.4008801030616308
tenant-ntk,0.587465409686253,0.15633255736612808,0.31895413404331746,
