,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.011453032147198967,0.1195900682834387,0.00010224685204872427
tenant-dsk,0.000527527061223661,,0.01724833039788981,3.306936832809507e-05
tenant-mem,0.00013029799080114968,0.06429629752699438,,4.338548747725851e-06
tenant-ntk,0.0013381873304579663,0.10323505607735368,0.01138582666572389,
