tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1376858998.9932697,19570395168.65305,423746585.9648076,106115999.78160751,259838965.25256756
tenant-dsk,19570395168.65305,2460276882874.397,12072619178.800037,13925450277.976099,19559769230.513687
tenant-mem,423746585.9648076,12072619178.800037,1279931318.053672,158196803.83635002,512362167.3349635
tenant-nsy,106115999.78160751,13925450277.976099,158196803.83635002,1544700446.5072303,188371172.0794203
tenant-ntk,259838965.25256756,19559769230.513687,512362167.3349635,188371172.0794203,1501351519.68001
