tenant1,tenant2,covariance,metric,phase,round_id
tenant-cpu,tenant-dsk,0.0146730899001027,cpu_usage,1-Baseline,round-6
tenant-cpu,tenant-mem,0.035435893739204895,cpu_usage,1-Baseline,round-6
tenant-cpu,tenant-ntk,-0.03631718502865211,cpu_usage,1-Baseline,round-6
tenant-dsk,tenant-mem,0.011696372514654,cpu_usage,1-Baseline,round-6
tenant-dsk,tenant-ntk,-0.02506943957743168,cpu_usage,1-Baseline,round-6
tenant-mem,tenant-ntk,-0.0005272366026276968,cpu_usage,1-Baseline,round-6
tenant-cpu,tenant-dsk,0.002023541688214739,cpu_usage,2-CPU-Noise,round-6
tenant-cpu,tenant-mem,0.031435980274824346,cpu_usage,2-CPU-Noise,round-6
tenant-cpu,tenant-nsy,-0.05470254380536312,cpu_usage,2-CPU-Noise,round-6
tenant-cpu,tenant-ntk,0.016685362291866835,cpu_usage,2-CPU-Noise,round-6
tenant-dsk,tenant-mem,0.002905367638588478,cpu_usage,2-CPU-Noise,round-6
tenant-dsk,tenant-nsy,0.0022047482856711337,cpu_usage,2-CPU-Noise,round-6
tenant-dsk,tenant-ntk,0.006004518481025568,cpu_usage,2-CPU-Noise,round-6
tenant-mem,tenant-nsy,-0.0477785727401437,cpu_usage,2-CPU-Noise,round-6
tenant-mem,tenant-ntk,0.01619405925093478,cpu_usage,2-CPU-Noise,round-6
tenant-nsy,tenant-ntk,0.019746390968465616,cpu_usage,2-CPU-Noise,round-6
tenant-cpu,tenant-dsk,0.003523404369131377,cpu_usage,3-Memory-Noise,round-6
tenant-cpu,tenant-mem,0.021617561269336033,cpu_usage,3-Memory-Noise,round-6
tenant-cpu,tenant-nsy,-0.019043010468842166,cpu_usage,3-Memory-Noise,round-6
tenant-cpu,tenant-ntk,0.015875747273217403,cpu_usage,3-Memory-Noise,round-6
tenant-dsk,tenant-mem,0.0008097767595400418,cpu_usage,3-Memory-Noise,round-6
tenant-dsk,tenant-nsy,0.0037849629326090393,cpu_usage,3-Memory-Noise,round-6
tenant-dsk,tenant-ntk,0.004004754391426963,cpu_usage,3-Memory-Noise,round-6
tenant-mem,tenant-nsy,-0.02377259670312288,cpu_usage,3-Memory-Noise,round-6
tenant-mem,tenant-ntk,0.021107142944056866,cpu_usage,3-Memory-Noise,round-6
tenant-nsy,tenant-ntk,0.011102782131861414,cpu_usage,3-Memory-Noise,round-6
tenant-cpu,tenant-dsk,-0.003548044596567674,cpu_usage,4-Network-Noise,round-6
tenant-cpu,tenant-mem,0.05464963994556964,cpu_usage,4-Network-Noise,round-6
tenant-cpu,tenant-nsy,-0.09991646858449782,cpu_usage,4-Network-Noise,round-6
tenant-cpu,tenant-ntk,0.013941219454209387,cpu_usage,4-Network-Noise,round-6
tenant-dsk,tenant-mem,-0.0015229618569212145,cpu_usage,4-Network-Noise,round-6
tenant-dsk,tenant-nsy,0.016329501701595348,cpu_usage,4-Network-Noise,round-6
tenant-dsk,tenant-ntk,0.004948072158038822,cpu_usage,4-Network-Noise,round-6
tenant-mem,tenant-nsy,-0.10451835813908608,cpu_usage,4-Network-Noise,round-6
tenant-mem,tenant-ntk,0.015399693448236097,cpu_usage,4-Network-Noise,round-6
tenant-nsy,tenant-ntk,0.007764605897509388,cpu_usage,4-Network-Noise,round-6
