method,metric,phase,source,target,neg_log_p,p-value,score,num_rounds
granger,disk_io_total,7-Recovery,tenant-dsk,tenant-ntk,1.7386275761997794,0.1203079777634338,,10
granger,disk_io_total,7-Recovery,tenant-mem,tenant-cpu,1.4143238809806675,0.21401667653008313,,10
granger,disk_io_total,7-Recovery,tenant-mem,tenant-dsk,2.087260807152627,0.13163734049632675,,10
granger,disk_io_total,7-Recovery,tenant-mem,tenant-nsy,0.9013010453701441,0.3350266747582532,,8
granger,disk_io_total,7-Recovery,tenant-mem,tenant-ntk,1.7765234300217005,0.07333692953425616,,10
granger,disk_io_total,7-Recovery,tenant-nsy,tenant-cpu,0.7227959628794465,0.4102168091578566,,8
granger,disk_io_total,7-Recovery,tenant-nsy,tenant-dsk,0.9461870605602565,0.395218861590115,,8
granger,disk_io_total,7-Recovery,tenant-nsy,tenant-mem,1.449186475964944,0.2892993555837125,,8
granger,disk_io_total,7-Recovery,tenant-nsy,tenant-ntk,1.558208413024333,0.22030683595699938,,8
granger,disk_io_total,7-Recovery,tenant-ntk,tenant-cpu,1.492079346077532,0.21219391728536804,,10
granger,disk_io_total,7-Recovery,tenant-ntk,tenant-dsk,1.6570293953669584,0.12374793772119672,,10
granger,disk_io_total,7-Recovery,tenant-ntk,tenant-mem,2.3215579338601717,0.16736472771111377,,10
granger,disk_io_total,7-Recovery,tenant-ntk,tenant-nsy,0.4716765859807662,0.4523394468109409,,8
granger,memory_usage,1-Baseline,tenant-cpu,tenant-dsk,0.5157979935248458,0.4852841611038138,,10
granger,memory_usage,1-Baseline,tenant-cpu,tenant-mem,0.755517499255099,0.6393329999962987,,10
granger,memory_usage,1-Baseline,tenant-cpu,tenant-ntk,0.41101646330097913,0.6141335119228686,,10
granger,memory_usage,1-Baseline,tenant-dsk,tenant-cpu,0.5980373627930099,0.6162009824013472,,10
granger,memory_usage,1-Baseline,tenant-dsk,tenant-mem,0.30734876128446065,0.5249818209871892,,10
granger,memory_usage,1-Baseline,tenant-dsk,tenant-ntk,0.4224596318727338,0.4938238787548741,,10
granger,memory_usage,1-Baseline,tenant-mem,tenant-cpu,0.3117905559534171,0.5969517705070173,,10
granger,memory_usage,1-Baseline,tenant-mem,tenant-dsk,0.41307513106436067,0.5209001597139,,10
granger,memory_usage,1-Baseline,tenant-mem,tenant-ntk,0.30901199438023497,0.6064801804323194,,10
granger,memory_usage,1-Baseline,tenant-ntk,tenant-cpu,0.16918791084600054,0.781307042551413,,10
granger,memory_usage,1-Baseline,tenant-ntk,tenant-dsk,0.2442935667351517,0.7082929972800069,,10
granger,memory_usage,1-Baseline,tenant-ntk,tenant-mem,0.6229840765059369,0.49264511646716647,,10
granger,memory_usage,2-CPU-Noise,tenant-cpu,tenant-dsk,0.4324356183142539,0.584899334352443,,10
granger,memory_usage,2-CPU-Noise,tenant-cpu,tenant-mem,0.39094530492844914,0.5904492015734498,,10
granger,memory_usage,2-CPU-Noise,tenant-cpu,tenant-nsy,0.5070492606423905,0.441115929905727,,10
granger,memory_usage,2-CPU-Noise,tenant-cpu,tenant-ntk,0.8107539849945959,0.4167773938336956,,10
granger,memory_usage,2-CPU-Noise,tenant-dsk,tenant-cpu,0.34128534601974614,0.6337699226804245,,10
granger,memory_usage,2-CPU-Noise,tenant-dsk,tenant-mem,0.3444735443728211,0.6845354626747134,,10
granger,memory_usage,2-CPU-Noise,tenant-dsk,tenant-nsy,0.24774395633060728,0.648442872071296,,10
granger,memory_usage,2-CPU-Noise,tenant-dsk,tenant-ntk,0.5042047824462432,0.4297105784542451,,10
granger,memory_usage,2-CPU-Noise,tenant-mem,tenant-cpu,0.18037987983938372,0.7223425416133866,,10
granger,memory_usage,2-CPU-Noise,tenant-mem,tenant-dsk,0.47418423107864793,0.5752467963400083,,10
granger,memory_usage,2-CPU-Noise,tenant-mem,tenant-nsy,0.31179129521607274,0.6424334885761868,,10
granger,memory_usage,2-CPU-Noise,tenant-mem,tenant-ntk,0.25091058815236694,0.610311813068645,,10
granger,memory_usage,2-CPU-Noise,tenant-nsy,tenant-cpu,0.695953006029306,0.5223428994718803,,10
granger,memory_usage,2-CPU-Noise,tenant-nsy,tenant-dsk,0.3375318644860873,0.6301748308102485,,10
granger,memory_usage,2-CPU-Noise,tenant-nsy,tenant-mem,0.3721644731155844,0.6248607918596459,,10
granger,memory_usage,2-CPU-Noise,tenant-nsy,tenant-ntk,0.4099977595670731,0.5266567824470284,,10
granger,memory_usage,2-CPU-Noise,tenant-ntk,tenant-cpu,0.6904128702699597,0.39413806265324813,,10
granger,memory_usage,2-CPU-Noise,tenant-ntk,tenant-dsk,0.7026946790706042,0.44161887891593876,,10
granger,memory_usage,2-CPU-Noise,tenant-ntk,tenant-mem,0.3187549188189839,0.5818947176429685,,10
granger,memory_usage,2-CPU-Noise,tenant-ntk,tenant-nsy,0.36445978583454935,0.5454478288911847,,10
granger,memory_usage,3-Memory-Noise,tenant-cpu,tenant-dsk,0.3329266967669946,0.6185952886591709,,10
granger,memory_usage,3-Memory-Noise,tenant-cpu,tenant-mem,0.6276702547900315,0.41177940547767056,,10
granger,memory_usage,3-Memory-Noise,tenant-cpu,tenant-nsy,0.5821964012039045,0.511123813458072,,10
granger,memory_usage,3-Memory-Noise,tenant-cpu,tenant-ntk,0.34848272529029484,0.5626116333030439,,10
granger,memory_usage,3-Memory-Noise,tenant-dsk,tenant-cpu,0.3556929364894942,0.5865420707286902,,10
granger,memory_usage,3-Memory-Noise,tenant-dsk,tenant-mem,0.41091454840205444,0.4959997152466348,,10
granger,memory_usage,3-Memory-Noise,tenant-dsk,tenant-nsy,0.4550343764474265,0.5100612928115946,,10
granger,memory_usage,3-Memory-Noise,tenant-dsk,tenant-ntk,0.7024901406928171,0.49166688917232,,10
granger,memory_usage,3-Memory-Noise,tenant-mem,tenant-cpu,0.4511843785680397,0.4945621750972532,,10
granger,memory_usage,3-Memory-Noise,tenant-mem,tenant-dsk,0.3321720322574616,0.6394282028380651,,10
granger,memory_usage,3-Memory-Noise,tenant-mem,tenant-nsy,0.2851349124468676,0.629425370063181,,10
granger,memory_usage,3-Memory-Noise,tenant-mem,tenant-ntk,0.7351452049179754,0.34980600847475735,,10
granger,memory_usage,3-Memory-Noise,tenant-nsy,tenant-cpu,0.7099854733911548,0.43631976508670745,,10
granger,memory_usage,3-Memory-Noise,tenant-nsy,tenant-dsk,0.2307611291718236,0.7650313440708252,,10
granger,memory_usage,3-Memory-Noise,tenant-nsy,tenant-mem,0.5608158876621215,0.39875261534116596,,10
granger,memory_usage,3-Memory-Noise,tenant-nsy,tenant-ntk,0.3989924324826936,0.5350188607808745,,10
granger,memory_usage,3-Memory-Noise,tenant-ntk,tenant-cpu,0.6001137768548672,0.5082549041834612,,10
granger,memory_usage,3-Memory-Noise,tenant-ntk,tenant-dsk,0.6591519703757054,0.3982313351295036,,10
granger,memory_usage,3-Memory-Noise,tenant-ntk,tenant-mem,0.6107714797024866,0.3165201908829231,,10
granger,memory_usage,3-Memory-Noise,tenant-ntk,tenant-nsy,0.8821565223621859,0.34739094246385704,,10
granger,memory_usage,4-Network-Noise,tenant-cpu,tenant-dsk,0.12391639701176047,0.7917375737024046,,10
granger,memory_usage,4-Network-Noise,tenant-cpu,tenant-mem,0.5040934231782971,0.45999303843499,,10
granger,memory_usage,4-Network-Noise,tenant-cpu,tenant-nsy,0.26448781423111695,0.6183747672869148,,10
granger,memory_usage,4-Network-Noise,tenant-cpu,tenant-ntk,0.49423291686757853,0.5929693631235861,,10
granger,memory_usage,4-Network-Noise,tenant-dsk,tenant-cpu,0.33408198249567544,0.645744719802717,,10
granger,memory_usage,4-Network-Noise,tenant-dsk,tenant-mem,0.31538119251506286,0.6482173612781544,,10
granger,memory_usage,4-Network-Noise,tenant-dsk,tenant-nsy,0.22040679412792857,0.6890504009754,,10
granger,memory_usage,4-Network-Noise,tenant-dsk,tenant-ntk,0.5906211939559182,0.4224688293672011,,10
granger,memory_usage,4-Network-Noise,tenant-mem,tenant-cpu,0.6009450791778697,0.5187508298853784,,10
granger,memory_usage,4-Network-Noise,tenant-mem,tenant-dsk,0.3896043548864604,0.5859995702268663,,10
granger,memory_usage,4-Network-Noise,tenant-mem,tenant-nsy,0.28895141227037713,0.6759072460530835,,10
granger,memory_usage,4-Network-Noise,tenant-mem,tenant-ntk,0.6702459549613731,0.4241503512908942,,10
granger,memory_usage,4-Network-Noise,tenant-nsy,tenant-cpu,0.36818550756791824,0.4996080054818264,,10
granger,memory_usage,4-Network-Noise,tenant-nsy,tenant-dsk,0.41044195117090254,0.4931062980780421,,10
granger,memory_usage,4-Network-Noise,tenant-nsy,tenant-mem,0.38789326588341055,0.49271730598123453,,10
granger,memory_usage,4-Network-Noise,tenant-nsy,tenant-ntk,0.3397804284892333,0.5906007551090786,,10
granger,memory_usage,4-Network-Noise,tenant-ntk,tenant-cpu,0.4399742533876793,0.48522594853267725,,10
granger,memory_usage,4-Network-Noise,tenant-ntk,tenant-dsk,0.2014369425768195,0.6708555338307375,,10
granger,memory_usage,4-Network-Noise,tenant-ntk,tenant-mem,0.4789303911827981,0.5397070292692272,,10
granger,memory_usage,4-Network-Noise,tenant-ntk,tenant-nsy,0.4527633716276749,0.41803462786971296,,10
granger,memory_usage,5-Disk-Noise,tenant-cpu,tenant-dsk,0.381534058290452,0.4610612529403699,,10
granger,memory_usage,5-Disk-Noise,tenant-cpu,tenant-mem,0.7808983375904928,0.3638089706790959,,10
granger,memory_usage,5-Disk-Noise,tenant-cpu,tenant-nsy,0.3003690279317663,0.6265238005525706,,10
granger,memory_usage,5-Disk-Noise,tenant-cpu,tenant-ntk,0.3207088267065714,0.584310372192921,,10
granger,memory_usage,5-Disk-Noise,tenant-dsk,tenant-cpu,0.36869554000205623,0.615252488860968,,10
granger,memory_usage,5-Disk-Noise,tenant-dsk,tenant-mem,0.8021734348259553,0.46359970748281965,,10
granger,memory_usage,5-Disk-Noise,tenant-dsk,tenant-nsy,0.6170207442028344,0.4678966324863844,,10
granger,memory_usage,5-Disk-Noise,tenant-dsk,tenant-ntk,0.4244969708780518,0.6106458434914617,,10
granger,memory_usage,5-Disk-Noise,tenant-mem,tenant-cpu,0.3876867783108738,0.5386011269569764,,10
granger,memory_usage,5-Disk-Noise,tenant-mem,tenant-dsk,0.6015845077739204,0.427578761879571,,10
granger,memory_usage,5-Disk-Noise,tenant-mem,tenant-nsy,0.7312795466389362,0.393966489206371,,10
granger,memory_usage,5-Disk-Noise,tenant-mem,tenant-ntk,0.5548695057358648,0.4596071097569938,,10
granger,memory_usage,5-Disk-Noise,tenant-nsy,tenant-cpu,0.4575371438596624,0.5127484300638376,,10
granger,memory_usage,5-Disk-Noise,tenant-nsy,tenant-dsk,0.523444094252919,0.3869753845432807,,10
granger,memory_usage,5-Disk-Noise,tenant-nsy,tenant-mem,0.6619962507715916,0.4128018459661448,,10
granger,memory_usage,5-Disk-Noise,tenant-nsy,tenant-ntk,0.6493078577984226,0.5074586676501563,,10
granger,memory_usage,5-Disk-Noise,tenant-ntk,tenant-cpu,0.48223063651676135,0.4653639412379236,,10
granger,memory_usage,5-Disk-Noise,tenant-ntk,tenant-dsk,0.24799904731782124,0.6175372034047919,,10
granger,memory_usage,5-Disk-Noise,tenant-ntk,tenant-mem,0.1922366558262549,0.7472381617696975,,10
granger,memory_usage,5-Disk-Noise,tenant-ntk,tenant-nsy,0.396374047959833,0.5025072067702492,,10
granger,memory_usage,6-Combined-Noise,tenant-cpu,tenant-dsk,0.6822337015659132,0.5086019374635959,,10
granger,memory_usage,6-Combined-Noise,tenant-cpu,tenant-mem,0.7256687728668999,0.3532184794954057,,10
granger,memory_usage,6-Combined-Noise,tenant-cpu,tenant-nsy,0.2177772448901667,0.6738540848696177,,10
granger,memory_usage,6-Combined-Noise,tenant-cpu,tenant-ntk,0.37321321101359517,0.5441697156071484,,10
granger,memory_usage,6-Combined-Noise,tenant-dsk,tenant-cpu,0.4692319189535904,0.4226346808356404,,10
granger,memory_usage,6-Combined-Noise,tenant-dsk,tenant-mem,0.499067581472049,0.4511258849273543,,10
granger,memory_usage,6-Combined-Noise,tenant-dsk,tenant-nsy,0.8134356855841289,0.41098737977716115,,10
granger,memory_usage,6-Combined-Noise,tenant-dsk,tenant-ntk,0.45669909616862264,0.5410250728448752,,10
granger,memory_usage,6-Combined-Noise,tenant-mem,tenant-cpu,0.3499195314455858,0.5558341768534305,,10
granger,memory_usage,6-Combined-Noise,tenant-mem,tenant-dsk,0.6382035247709782,0.5550438293279155,,10
granger,memory_usage,6-Combined-Noise,tenant-mem,tenant-nsy,0.8621225950127004,0.4422019715659662,,10
granger,memory_usage,6-Combined-Noise,tenant-mem,tenant-ntk,0.3526407595921889,0.5491696030464969,,10
granger,memory_usage,6-Combined-Noise,tenant-nsy,tenant-cpu,0.32028991540662644,0.5939483726134641,,10
granger,memory_usage,6-Combined-Noise,tenant-nsy,tenant-dsk,0.31140147017748127,0.6126996090279786,,10
granger,memory_usage,6-Combined-Noise,tenant-nsy,tenant-mem,0.9300005208016552,0.3887019067184909,,10
granger,memory_usage,6-Combined-Noise,tenant-nsy,tenant-ntk,0.4016493388907323,0.5949211943236936,,10
granger,memory_usage,6-Combined-Noise,tenant-ntk,tenant-cpu,0.4188581655062206,0.4705179947212092,,10
granger,memory_usage,6-Combined-Noise,tenant-ntk,tenant-dsk,0.5795477831208569,0.37863976314026837,,10
granger,memory_usage,6-Combined-Noise,tenant-ntk,tenant-mem,0.3416501631800545,0.5317482502758378,,10
granger,memory_usage,6-Combined-Noise,tenant-ntk,tenant-nsy,0.49340252873582174,0.5422124343191672,,10
granger,memory_usage,7-Recovery,tenant-cpu,tenant-dsk,0.5375280150586921,0.4921266402190964,,10
granger,memory_usage,7-Recovery,tenant-cpu,tenant-mem,0.6461799228644358,0.43567592353738716,,10
granger,memory_usage,7-Recovery,tenant-cpu,tenant-nsy,0.5539177901239668,0.4024499449557085,,10
granger,memory_usage,7-Recovery,tenant-cpu,tenant-ntk,0.3250257490559977,0.5201764566132066,,10
granger,memory_usage,7-Recovery,tenant-dsk,tenant-cpu,0.313272724124015,0.5911693912286087,,10
granger,memory_usage,7-Recovery,tenant-dsk,tenant-mem,0.26192057416705516,0.6064831694661368,,10
granger,memory_usage,7-Recovery,tenant-dsk,tenant-nsy,0.5311971360614025,0.6351949844364544,,10
granger,memory_usage,7-Recovery,tenant-dsk,tenant-ntk,0.4025384168129741,0.5091987765620852,,10
granger,memory_usage,7-Recovery,tenant-mem,tenant-cpu,0.44070169487465377,0.49928076434283863,,10
granger,memory_usage,7-Recovery,tenant-mem,tenant-dsk,0.21236246737371767,0.6706077284348273,,10
granger,memory_usage,7-Recovery,tenant-mem,tenant-nsy,0.9779691215629771,0.3613316524129021,,10
granger,memory_usage,7-Recovery,tenant-mem,tenant-ntk,0.47098805354191314,0.4823706201360257,,10
granger,memory_usage,7-Recovery,tenant-nsy,tenant-cpu,0.16756344857997035,0.8437366868902089,,10
granger,memory_usage,7-Recovery,tenant-nsy,tenant-dsk,0.45085756128164406,0.48435027806346403,,10
granger,memory_usage,7-Recovery,tenant-nsy,tenant-mem,0.45208125121029263,0.4826868989690021,,10
granger,memory_usage,7-Recovery,tenant-nsy,tenant-ntk,0.8266469695094247,0.3519312642175735,,10
granger,memory_usage,7-Recovery,tenant-ntk,tenant-cpu,0.3468474011158184,0.531336241054593,,10
granger,memory_usage,7-Recovery,tenant-ntk,tenant-dsk,0.671768317497581,0.35672302859835825,,10
granger,memory_usage,7-Recovery,tenant-ntk,tenant-mem,0.28858134827703535,0.667226563950754,,10
granger,memory_usage,7-Recovery,tenant-ntk,tenant-nsy,0.5481543432784395,0.666745292646883,,10
granger,network_throughput,1-Baseline,tenant-cpu,tenant-dsk,1.5246481928280504,0.2802238099344705,,8
granger,network_throughput,1-Baseline,tenant-cpu,tenant-mem,0.993496466666523,0.2551947315208277,,8
granger,network_throughput,1-Baseline,tenant-cpu,tenant-ntk,1.114413254153007,0.2496797977409101,,8
granger,network_throughput,1-Baseline,tenant-dsk,tenant-cpu,1.9072827140680604,0.07331781516098727,,8
granger,network_throughput,1-Baseline,tenant-dsk,tenant-mem,2.5423300945477907,0.07602606192469348,,8
granger,network_throughput,1-Baseline,tenant-dsk,tenant-ntk,0.6343842503540911,0.29950583721748414,,8
granger,network_throughput,1-Baseline,tenant-mem,tenant-cpu,2.0400851851571082,0.21224785175825217,,8
granger,network_throughput,1-Baseline,tenant-mem,tenant-dsk,2.2577076142737904,0.30783369037890645,,8
granger,network_throughput,1-Baseline,tenant-mem,tenant-ntk,1.277786570164262,0.19342017965390942,,8
granger,network_throughput,1-Baseline,tenant-ntk,tenant-cpu,1.9571965091103143,0.07251867718414559,,8
granger,network_throughput,1-Baseline,tenant-ntk,tenant-dsk,0.7361999602611614,0.3794500859368588,,8
granger,network_throughput,1-Baseline,tenant-ntk,tenant-mem,1.5963720382533877,0.1679066012272248,,8
granger,network_throughput,2-CPU-Noise,tenant-cpu,tenant-dsk,1.6799198166107183,0.18526918476846305,,8
granger,network_throughput,2-CPU-Noise,tenant-cpu,tenant-mem,1.437507091878205,0.2652984130832067,,8
granger,network_throughput,2-CPU-Noise,tenant-cpu,tenant-nsy,1.6267118629294854,0.16962331733625602,,8
granger,network_throughput,2-CPU-Noise,tenant-cpu,tenant-ntk,1.6769620501794393,0.131635090660195,,8
granger,network_throughput,2-CPU-Noise,tenant-dsk,tenant-cpu,1.9883610360898674,0.06172279224081008,,8
granger,network_throughput,2-CPU-Noise,tenant-dsk,tenant-mem,1.775252473317508,0.11682817908839266,,8
granger,network_throughput,2-CPU-Noise,tenant-dsk,tenant-nsy,1.5418329658425551,0.09486284809117701,,8
granger,network_throughput,2-CPU-Noise,tenant-dsk,tenant-ntk,1.6883417716983438,0.08689275753378249,,8
granger,network_throughput,2-CPU-Noise,tenant-mem,tenant-cpu,1.4693333200998986,0.15948112427348946,,8
granger,network_throughput,2-CPU-Noise,tenant-mem,tenant-dsk,1.802171332990317,0.09611879060931125,,8
granger,network_throughput,2-CPU-Noise,tenant-mem,tenant-nsy,1.1605910040759837,0.30013341592162307,,8
granger,network_throughput,2-CPU-Noise,tenant-mem,tenant-ntk,1.8350171057427214,0.056867864672559755,,8
granger,network_throughput,2-CPU-Noise,tenant-nsy,tenant-cpu,1.6612664812109725,0.2674073569432794,,8
granger,network_throughput,2-CPU-Noise,tenant-nsy,tenant-dsk,2.0206116316324243,0.10044982953658729,,8
granger,network_throughput,2-CPU-Noise,tenant-nsy,tenant-mem,1.120000335649986,0.28221001856549166,,8
granger,network_throughput,2-CPU-Noise,tenant-nsy,tenant-ntk,1.4163205069772236,0.12275031586642243,,8
granger,network_throughput,2-CPU-Noise,tenant-ntk,tenant-cpu,1.8055715844422253,0.07028811846300716,,8
granger,network_throughput,2-CPU-Noise,tenant-ntk,tenant-dsk,1.8131256110715537,0.12146511352367252,,8
granger,network_throughput,2-CPU-Noise,tenant-ntk,tenant-mem,1.2106270528285776,0.3152692237501147,,8
granger,network_throughput,2-CPU-Noise,tenant-ntk,tenant-nsy,1.4631282903092482,0.2130888491478394,,8
granger,network_throughput,3-Memory-Noise,tenant-cpu,tenant-dsk,1.4426947822693874,0.19074326628583713,,8
granger,network_throughput,3-Memory-Noise,tenant-cpu,tenant-mem,1.2890281880336871,0.3455440838764035,,8
granger,network_throughput,3-Memory-Noise,tenant-cpu,tenant-nsy,1.3853564540651124,0.17471159221073304,,8
granger,network_throughput,3-Memory-Noise,tenant-cpu,tenant-ntk,1.3277116715658455,0.20900236796812535,,8
granger,network_throughput,3-Memory-Noise,tenant-dsk,tenant-cpu,1.556765946360241,0.1610910094555059,,8
granger,network_throughput,3-Memory-Noise,tenant-dsk,tenant-mem,1.592061910774043,0.07378722702462821,,8
granger,network_throughput,3-Memory-Noise,tenant-dsk,tenant-nsy,1.6159270484605623,0.08835949397633709,,8
granger,network_throughput,3-Memory-Noise,tenant-dsk,tenant-ntk,2.1028055036611737,0.11120541822450118,,8
granger,network_throughput,3-Memory-Noise,tenant-mem,tenant-cpu,1.6140212077353304,0.3353639053666498,,8
granger,network_throughput,3-Memory-Noise,tenant-mem,tenant-dsk,1.9084249325437421,0.05920945795862876,,8
granger,network_throughput,3-Memory-Noise,tenant-mem,tenant-nsy,1.3623293611611846,0.1662117784416799,,8
granger,network_throughput,3-Memory-Noise,tenant-mem,tenant-ntk,1.4103936657812675,0.1335190405466799,,8
granger,network_throughput,3-Memory-Noise,tenant-nsy,tenant-cpu,0.9006435255117652,0.27558521848482265,,8
granger,network_throughput,3-Memory-Noise,tenant-nsy,tenant-dsk,1.1499609358397467,0.1599461610083364,,8
granger,network_throughput,3-Memory-Noise,tenant-nsy,tenant-mem,1.1505101248157954,0.18289062198579217,,8
granger,network_throughput,3-Memory-Noise,tenant-nsy,tenant-ntk,1.6507578512837184,0.04137938586675016,,8
granger,network_throughput,3-Memory-Noise,tenant-ntk,tenant-cpu,1.8910294983988158,0.0898549514005654,,8
granger,network_throughput,3-Memory-Noise,tenant-ntk,tenant-dsk,2.2023893477962253,0.045295132471478775,,8
granger,network_throughput,3-Memory-Noise,tenant-ntk,tenant-mem,1.9582710161188648,0.07728057406239339,,8
granger,network_throughput,3-Memory-Noise,tenant-ntk,tenant-nsy,2.1179675814469565,0.0118598139796884,,8
granger,network_throughput,4-Network-Noise,tenant-cpu,tenant-dsk,1.4197484633783353,0.17816448921934144,,8
granger,network_throughput,4-Network-Noise,tenant-cpu,tenant-mem,1.1701567870542888,0.32256817668572996,,8
granger,network_throughput,4-Network-Noise,tenant-cpu,tenant-nsy,2.188944431996389,0.042488738947869406,,8
granger,network_throughput,4-Network-Noise,tenant-cpu,tenant-ntk,1.509451754834927,0.15297160489464484,,8
granger,network_throughput,4-Network-Noise,tenant-dsk,tenant-cpu,1.2487920798285965,0.1711411904100846,,8
granger,network_throughput,4-Network-Noise,tenant-dsk,tenant-mem,2.2681286474910545,0.07151269108480877,,8
granger,network_throughput,4-Network-Noise,tenant-dsk,tenant-nsy,2.513571048392231,0.06037744553905273,,8
granger,network_throughput,4-Network-Noise,tenant-dsk,tenant-ntk,1.7466718593138406,0.07463511944231942,,8
granger,network_throughput,4-Network-Noise,tenant-mem,tenant-cpu,1.3324142286397112,0.12965139293907277,,8
granger,network_throughput,4-Network-Noise,tenant-mem,tenant-dsk,1.974657110801635,0.04180717119045006,,8
granger,network_throughput,4-Network-Noise,tenant-mem,tenant-nsy,1.545236131031261,0.11742544129013269,,8
granger,network_throughput,4-Network-Noise,tenant-mem,tenant-ntk,1.0119464469421355,0.25834115411616715,,8
granger,network_throughput,4-Network-Noise,tenant-nsy,tenant-cpu,2.3950178693072868,0.08243050437808537,,8
granger,network_throughput,4-Network-Noise,tenant-nsy,tenant-dsk,2.6125193748731412,0.06894916248902563,,8
granger,network_throughput,4-Network-Noise,tenant-nsy,tenant-mem,2.0891901274930302,0.056251393899531224,,8
granger,network_throughput,4-Network-Noise,tenant-nsy,tenant-ntk,2.7182352255805338,0.05204441736134318,,8
granger,network_throughput,4-Network-Noise,tenant-ntk,tenant-cpu,2.0987390777896473,0.07771602746949599,,8
granger,network_throughput,4-Network-Noise,tenant-ntk,tenant-dsk,2.2301887671697784,0.034593051330032425,,8
granger,network_throughput,4-Network-Noise,tenant-ntk,tenant-mem,2.4416533170271957,0.025051048697623816,,8
granger,network_throughput,4-Network-Noise,tenant-ntk,tenant-nsy,3.644664094546709,0.002550187017521017,,8
granger,network_throughput,5-Disk-Noise,tenant-cpu,tenant-dsk,2.158845994722761,0.03328207051848553,,8
granger,network_throughput,5-Disk-Noise,tenant-cpu,tenant-mem,1.210633077502235,0.19238382001572557,,8
granger,network_throughput,5-Disk-Noise,tenant-cpu,tenant-nsy,0.8733876627280919,0.371306457471825,,8
granger,network_throughput,5-Disk-Noise,tenant-cpu,tenant-ntk,1.2526067220570665,0.11757189586877644,,8
granger,network_throughput,5-Disk-Noise,tenant-dsk,tenant-cpu,1.3195648801287163,0.13559404878164077,,8
granger,network_throughput,5-Disk-Noise,tenant-dsk,tenant-mem,1.041356409145299,0.18507757195472888,,8
granger,network_throughput,5-Disk-Noise,tenant-dsk,tenant-nsy,1.0056468095481834,0.4187193511085402,,8
granger,network_throughput,5-Disk-Noise,tenant-dsk,tenant-ntk,2.56226918604465,0.035540196115813764,,8
granger,network_throughput,5-Disk-Noise,tenant-mem,tenant-cpu,1.0137305728662553,0.18206485110515755,,8
granger,network_throughput,5-Disk-Noise,tenant-mem,tenant-dsk,1.888642971628463,0.15070079561770827,,8
granger,network_throughput,5-Disk-Noise,tenant-mem,tenant-nsy,1.5395603439439023,0.16370002959982866,,8
granger,network_throughput,5-Disk-Noise,tenant-mem,tenant-ntk,2.398273593366175,0.13342990082263914,,8
granger,network_throughput,5-Disk-Noise,tenant-nsy,tenant-cpu,0.7673370332716667,0.42663043631230935,,8
granger,network_throughput,5-Disk-Noise,tenant-nsy,tenant-dsk,0.8077249060348181,0.3057374755768881,,8
granger,network_throughput,5-Disk-Noise,tenant-nsy,tenant-mem,0.6829586175467787,0.39056763249703813,,8
granger,network_throughput,5-Disk-Noise,tenant-nsy,tenant-ntk,1.347351271192095,0.24680978761348263,,8
granger,network_throughput,5-Disk-Noise,tenant-ntk,tenant-cpu,2.3953248540510903,0.052419217835626336,,8
granger,network_throughput,5-Disk-Noise,tenant-ntk,tenant-dsk,3.3212102068437863,0.0798584189398273,,8
granger,network_throughput,5-Disk-Noise,tenant-ntk,tenant-mem,1.5316115815416058,0.11592005020345131,,8
granger,network_throughput,5-Disk-Noise,tenant-ntk,tenant-nsy,1.011501389448149,0.24472049351558925,,8
granger,network_throughput,6-Combined-Noise,tenant-cpu,tenant-dsk,1.5827766605887492,0.20635783414424005,,8
granger,network_throughput,6-Combined-Noise,tenant-cpu,tenant-mem,1.267110678376862,0.20940864165858852,,8
granger,network_throughput,6-Combined-Noise,tenant-cpu,tenant-nsy,2.4375192015060594,0.10688005883444097,,8
granger,network_throughput,6-Combined-Noise,tenant-cpu,tenant-ntk,1.207685492551599,0.25402259353241036,,8
granger,network_throughput,6-Combined-Noise,tenant-dsk,tenant-cpu,0.9400498909774326,0.24961401043993778,,8
granger,network_throughput,6-Combined-Noise,tenant-dsk,tenant-mem,1.4491562621999519,0.22300400456810782,,8
granger,network_throughput,6-Combined-Noise,tenant-dsk,tenant-nsy,2.555275720904767,0.18751066963158053,,8
granger,network_throughput,6-Combined-Noise,tenant-dsk,tenant-ntk,1.683134664202736,0.08146702885829599,,8
granger,network_throughput,6-Combined-Noise,tenant-mem,tenant-cpu,0.9623250577537004,0.21467760532535068,,8
granger,network_throughput,6-Combined-Noise,tenant-mem,tenant-dsk,0.8121104090078896,0.30099891641279175,,8
granger,network_throughput,6-Combined-Noise,tenant-mem,tenant-nsy,1.9442611004725305,0.31411935564511606,,8
granger,network_throughput,6-Combined-Noise,tenant-mem,tenant-ntk,1.5320996169764731,0.3112669103365585,,8
granger,network_throughput,6-Combined-Noise,tenant-nsy,tenant-cpu,1.9327861209037465,0.14013996822138391,,8
granger,network_throughput,6-Combined-Noise,tenant-nsy,tenant-dsk,2.0788137628247756,0.11269831244697669,,8
granger,network_throughput,6-Combined-Noise,tenant-nsy,tenant-mem,1.3781225491974418,0.16572578010111014,,8
granger,network_throughput,6-Combined-Noise,tenant-nsy,tenant-ntk,2.305292948690863,0.06949077676347577,,8
granger,network_throughput,6-Combined-Noise,tenant-ntk,tenant-cpu,1.6199278113198134,0.16205106347325654,,8
granger,network_throughput,6-Combined-Noise,tenant-ntk,tenant-dsk,2.1139617076495676,0.1287243486665836,,8
granger,network_throughput,6-Combined-Noise,tenant-ntk,tenant-mem,2.272408001625363,0.22154339030472067,,8
