tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,138955.3457961269,1583338.3129422127,0.0,783543.9825763565
tenant-dsk,1583338.3129422127,29725861.637368046,0.0,8944523.088890938
tenant-mem,0.0,0.0,0.0,0.0
tenant-ntk,783543.9825763565,8944523.088890938,0.0,4509745.09487613
