tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,2743684.5141821345,688718.580697365,1527075.23328407,4828968.52301579
tenant-dsk,688718.580697365,2060844.22963515,538010.9027809069,16519180.700354395
tenant-mem,1527075.23328407,538010.9027809069,3087952.2537114862,6355056.286712584
tenant-ntk,4828968.52301579,16519180.700354395,6355056.286712584,2007823337.9207346
