tenant1,tenant2,covariance,metric,phase,round_id
tenant-cpu,tenant-dsk,0.00834572557115799,cpu_usage,1-Baseline,round-7
tenant-cpu,tenant-mem,0.041282001085118286,cpu_usage,1-Baseline,round-7
tenant-cpu,tenant-ntk,-0.012135703619982617,cpu_usage,1-Baseline,round-7
tenant-dsk,tenant-mem,0.015855279269472108,cpu_usage,1-Baseline,round-7
tenant-dsk,tenant-ntk,-0.010960144462075733,cpu_usage,1-Baseline,round-7
tenant-mem,tenant-ntk,-0.005193015995441074,cpu_usage,1-Baseline,round-7
tenant-cpu,tenant-dsk,0.00114747724986087,cpu_usage,2-CPU-Noise,round-7
tenant-cpu,tenant-mem,0.02800377158341574,cpu_usage,2-CPU-Noise,round-7
tenant-cpu,tenant-nsy,-0.052258611888477795,cpu_usage,2-CPU-Noise,round-7
tenant-cpu,tenant-ntk,0.013381691693995782,cpu_usage,2-CPU-Noise,round-7
tenant-dsk,tenant-mem,0.0031725050958456248,cpu_usage,2-CPU-Noise,round-7
tenant-dsk,tenant-nsy,-0.004804758655611389,cpu_usage,2-CPU-Noise,round-7
tenant-dsk,tenant-ntk,0.009826534012934209,cpu_usage,2-CPU-Noise,round-7
tenant-mem,tenant-nsy,-0.05627543204540786,cpu_usage,2-CPU-Noise,round-7
tenant-mem,tenant-ntk,0.013417986535921285,cpu_usage,2-CPU-Noise,round-7
tenant-nsy,tenant-ntk,0.01483859511018208,cpu_usage,2-CPU-Noise,round-7
tenant-cpu,tenant-dsk,0.0028849894847435423,cpu_usage,3-Memory-Noise,round-7
tenant-cpu,tenant-mem,0.014634040528711648,cpu_usage,3-Memory-Noise,round-7
tenant-cpu,tenant-nsy,-0.00646221730292313,cpu_usage,3-Memory-Noise,round-7
tenant-cpu,tenant-ntk,0.015114521082666355,cpu_usage,3-Memory-Noise,round-7
tenant-dsk,tenant-mem,-0.0003569320389004163,cpu_usage,3-Memory-Noise,round-7
tenant-dsk,tenant-nsy,0.00582745213372497,cpu_usage,3-Memory-Noise,round-7
tenant-dsk,tenant-ntk,0.008761762225280568,cpu_usage,3-Memory-Noise,round-7
tenant-mem,tenant-nsy,-0.018718139805763655,cpu_usage,3-Memory-Noise,round-7
tenant-mem,tenant-ntk,0.01017318796646371,cpu_usage,3-Memory-Noise,round-7
tenant-nsy,tenant-ntk,0.010411340313162397,cpu_usage,3-Memory-Noise,round-7
tenant-cpu,tenant-dsk,-0.002892140254456582,cpu_usage,4-Network-Noise,round-7
tenant-cpu,tenant-mem,0.05311727618930619,cpu_usage,4-Network-Noise,round-7
tenant-cpu,tenant-nsy,-0.07358591488309937,cpu_usage,4-Network-Noise,round-7
tenant-cpu,tenant-ntk,0.018856535594220285,cpu_usage,4-Network-Noise,round-7
tenant-dsk,tenant-mem,-0.007011863807807513,cpu_usage,4-Network-Noise,round-7
tenant-dsk,tenant-nsy,0.011851624664306327,cpu_usage,4-Network-Noise,round-7
tenant-dsk,tenant-ntk,0.014027766730601346,cpu_usage,4-Network-Noise,round-7
tenant-mem,tenant-nsy,-0.08639343321422281,cpu_usage,4-Network-Noise,round-7
tenant-mem,tenant-ntk,0.011292212671499538,cpu_usage,4-Network-Noise,round-7
tenant-nsy,tenant-ntk,0.013691324420130917,cpu_usage,4-Network-Noise,round-7
tenant-cpu,tenant-dsk,-0.001319659499808521,cpu_usage,5-Disk-Noise,round-7
tenant-cpu,tenant-mem,0.02533014048549471,cpu_usage,5-Disk-Noise,round-7
tenant-cpu,tenant-nsy,-0.0023006126617893534,cpu_usage,5-Disk-Noise,round-7
tenant-cpu,tenant-ntk,0.007263814203618481,cpu_usage,5-Disk-Noise,round-7
tenant-dsk,tenant-mem,-0.0006144489393233341,cpu_usage,5-Disk-Noise,round-7
tenant-dsk,tenant-nsy,0.007131322428837227,cpu_usage,5-Disk-Noise,round-7
tenant-dsk,tenant-ntk,0.010731562537420131,cpu_usage,5-Disk-Noise,round-7
tenant-mem,tenant-nsy,0.0008625773716426078,cpu_usage,5-Disk-Noise,round-7
tenant-mem,tenant-ntk,0.008367617529811489,cpu_usage,5-Disk-Noise,round-7
tenant-nsy,tenant-ntk,0.009876652018953113,cpu_usage,5-Disk-Noise,round-7
tenant-cpu,tenant-dsk,0.0026646229010330153,cpu_usage,6-Combined-Noise,round-7
tenant-cpu,tenant-mem,0.015224188863380755,cpu_usage,6-Combined-Noise,round-7
tenant-cpu,tenant-nsy,-0.01333566844488588,cpu_usage,6-Combined-Noise,round-7
tenant-cpu,tenant-ntk,0.010948988997880597,cpu_usage,6-Combined-Noise,round-7
tenant-dsk,tenant-mem,0.004743716314193356,cpu_usage,6-Combined-Noise,round-7
tenant-dsk,tenant-nsy,0.00043779761920191015,cpu_usage,6-Combined-Noise,round-7
tenant-dsk,tenant-ntk,0.006485184276265582,cpu_usage,6-Combined-Noise,round-7
tenant-mem,tenant-nsy,-0.0203433671068931,cpu_usage,6-Combined-Noise,round-7
tenant-mem,tenant-ntk,0.013947214545670758,cpu_usage,6-Combined-Noise,round-7
tenant-nsy,tenant-ntk,0.01974321522761983,cpu_usage,6-Combined-Noise,round-7
tenant-cpu,tenant-dsk,0.025370321299151573,cpu_usage,7-Recovery,round-7
tenant-cpu,tenant-mem,0.2378288450832103,cpu_usage,7-Recovery,round-7
tenant-cpu,tenant-nsy,-0.5186405146429758,cpu_usage,7-Recovery,round-7
tenant-cpu,tenant-ntk,0.04137471464994063,cpu_usage,7-Recovery,round-7
tenant-dsk,tenant-mem,0.026466193417625915,cpu_usage,7-Recovery,round-7
tenant-dsk,tenant-nsy,-0.04582339558542083,cpu_usage,7-Recovery,round-7
tenant-dsk,tenant-ntk,0.01039871052050886,cpu_usage,7-Recovery,round-7
tenant-mem,tenant-nsy,-0.5475913246685749,cpu_usage,7-Recovery,round-7
