tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,2896005032066269.0,157037718313631.38,109503358459601.45,701178683276067.6,171642947688538.12
tenant-dsk,157037718313631.38,3305755827124829.0,-517013030088005.9,164591591018231.16,-362618099423884.6
tenant-mem,109503358459601.45,-517013030088005.9,3284420079253055.0,339278849502615.06,166895636873069.75
tenant-nsy,701178683276067.6,164591591018231.16,339278849502615.06,1.0560386867655584e+16,412968799853643.3
tenant-ntk,171642947688538.12,-362618099423884.6,166895636873069.75,412968799853643.3,1992684129707328.2
