phase,metric,source,target,mean_p_value,mean_score,significant_frequency,mean_correlation,source_mean_percentage_change,target_mean_percentage_change,risk_index
6-Combined-Noise,cpu_usage,tenant-cpu,tenant-nsy,0.0051647934087192,0.3403563025219059,2,0.0,-56.36660216298101,0.0,0.0
6-Combined-Noise,cpu_usage,tenant-cpu,tenant-ntk,0.1304424120035018,0.349928457407994,1,0.0,-56.36660216298101,-3.829809423627348,3.829809423627348
6-Combined-Noise,cpu_usage,tenant-dsk,tenant-cpu,0.1310595607821799,0.2694498986830621,0,0.0,-11.697670078286093,-56.36660216298101,0.0
6-Combined-Noise,cpu_usage,tenant-dsk,tenant-mem,0.0924474643595805,0.2552278919446736,0,0.0,-11.697670078286093,-56.4125536841378,0.0
6-Combined-Noise,cpu_usage,tenant-dsk,tenant-nsy,0.1384530603877796,0.3748301170441906,1,0.0,-11.697670078286093,0.0,0.0
6-Combined-Noise,cpu_usage,tenant-dsk,tenant-ntk,0.1039747152446214,0.4154942159920412,1,0.0,-11.697670078286093,-3.829809423627348,3.829809423627348
6-Combined-Noise,cpu_usage,tenant-mem,tenant-cpu,0.0360369900053562,0.2093198614790153,1,0.0,-56.4125536841378,-56.36660216298101,56.36660216298101
6-Combined-Noise,cpu_usage,tenant-mem,tenant-dsk,0.0357057129814623,0.3387155583558265,2,0.0,-56.4125536841378,-11.697670078286093,23.395340156572185
6-Combined-Noise,cpu_usage,tenant-mem,tenant-nsy,0.0049144145283732,0.2961613515562782,1,0.0,-56.4125536841378,0.0,0.0
6-Combined-Noise,cpu_usage,tenant-mem,tenant-ntk,0.047541244214226,0.3785952033617731,2,0.0,-56.4125536841378,-3.829809423627348,7.659618847254696
6-Combined-Noise,cpu_usage,tenant-nsy,tenant-cpu,0.0001814579410397,0.2836786863738471,1,0.0,0.0,-56.36660216298101,56.36660216298101
6-Combined-Noise,cpu_usage,tenant-nsy,tenant-dsk,0.0078481908414072,0.408427009790379,2,0.0,0.0,-11.697670078286093,23.395340156572185
6-Combined-Noise,cpu_usage,tenant-nsy,tenant-mem,0.0110364040607619,0.2769606691930255,1,0.0,0.0,-56.4125536841378,56.4125536841378
6-Combined-Noise,cpu_usage,tenant-nsy,tenant-ntk,0.0290698322705998,0.4268544302369736,2,0.0,0.0,-3.829809423627348,7.659618847254696
6-Combined-Noise,cpu_usage,tenant-ntk,tenant-cpu,0.0309713292596087,0.2716071615902401,1,0.0,-3.829809423627348,-56.36660216298101,56.36660216298101
6-Combined-Noise,cpu_usage,tenant-ntk,tenant-dsk,0.0506569672712769,0.3813636706938087,1,0.0,-3.829809423627348,-11.697670078286093,11.697670078286093
6-Combined-Noise,cpu_usage,tenant-ntk,tenant-mem,0.1510572983136284,0.2812690289108042,0,0.0,-3.829809423627348,-56.4125536841378,0.0
6-Combined-Noise,cpu_usage,tenant-ntk,tenant-nsy,0.0137034111348612,0.3904884298164162,2,0.0,-3.829809423627348,0.0,0.0
6-Combined-Noise,disk_io_total,tenant-cpu,tenant-dsk,0.1777700173731951,0.3651896678599704,1,0.0,20.00655324250073,-67.5786476865795,67.5786476865795
6-Combined-Noise,disk_io_total,tenant-cpu,tenant-mem,0.0883949506125047,0.3597071027927785,1,0.0,20.00655324250073,3.921355919684791,3.921355919684791
6-Combined-Noise,disk_io_total,tenant-cpu,tenant-nsy,0.2469182420555763,0.3935989904049344,1,0.0,20.00655324250073,0.0,0.0
6-Combined-Noise,disk_io_total,tenant-cpu,tenant-ntk,0.159472928191713,0.3569109949280459,1,0.0,20.00655324250073,18.736995079137166,18.736995079137166
6-Combined-Noise,disk_io_total,tenant-dsk,tenant-cpu,0.2503148946818555,0.3607154220842964,1,0.0,-67.5786476865795,20.00655324250073,20.00655324250073
6-Combined-Noise,disk_io_total,tenant-dsk,tenant-mem,0.1653337663222374,0.340965649140506,1,0.0,-67.5786476865795,3.921355919684791,3.921355919684791
6-Combined-Noise,disk_io_total,tenant-dsk,tenant-nsy,0.1618315837269502,0.3812190401997592,1,0.0,-67.5786476865795,0.0,0.0
6-Combined-Noise,disk_io_total,tenant-dsk,tenant-ntk,0.1014228991591359,0.3554032112389332,1,0.0,-67.5786476865795,18.736995079137166,18.736995079137166
6-Combined-Noise,disk_io_total,tenant-mem,tenant-cpu,0.2946340373188214,0.3330876128205489,1,0.0,3.921355919684791,20.00655324250073,20.00655324250073
6-Combined-Noise,disk_io_total,tenant-mem,tenant-dsk,0.1287817150785696,0.3713621539434811,1,0.0,3.921355919684791,-67.5786476865795,67.5786476865795
6-Combined-Noise,disk_io_total,tenant-mem,tenant-nsy,0.184156407559356,0.382788392226415,1,0.0,3.921355919684791,0.0,0.0
6-Combined-Noise,disk_io_total,tenant-mem,tenant-ntk,0.1563455030637104,0.3771842224519686,1,0.0,3.921355919684791,18.736995079137166,18.736995079137166
6-Combined-Noise,disk_io_total,tenant-nsy,tenant-cpu,0.1033757374501698,0.3571698149282382,1,0.0,0.0,20.00655324250073,20.00655324250073
6-Combined-Noise,disk_io_total,tenant-nsy,tenant-dsk,0.1452024664040199,0.341053507348895,1,0.0,0.0,-67.5786476865795,67.5786476865795
6-Combined-Noise,disk_io_total,tenant-nsy,tenant-mem,0.0313284776941019,0.3306627126956252,2,0.0,0.0,3.921355919684791,7.842711839369582
6-Combined-Noise,disk_io_total,tenant-nsy,tenant-ntk,0.1734645514920309,0.3984095125805323,1,0.0,0.0,18.736995079137166,18.736995079137166
6-Combined-Noise,disk_io_total,tenant-ntk,tenant-cpu,0.2525398018874268,0.3817964362680097,1,0.0,18.736995079137166,20.00655324250073,20.00655324250073
6-Combined-Noise,disk_io_total,tenant-ntk,tenant-dsk,0.1573724965484109,0.3600460784191109,1,0.0,18.736995079137166,-67.5786476865795,67.5786476865795
6-Combined-Noise,disk_io_total,tenant-ntk,tenant-mem,0.2033793613698261,0.3529203666001276,1,0.0,18.736995079137166,3.921355919684791,3.921355919684791
6-Combined-Noise,disk_io_total,tenant-ntk,tenant-nsy,0.1693932569782139,0.3906643722485312,1,0.0,18.736995079137166,0.0,0.0
6-Combined-Noise,memory_usage,tenant-cpu,tenant-dsk,0.5086019374635959,0.3150479447364231,1,0.0,13.058429126286148,7.480380233467263,7.480380233467263
6-Combined-Noise,memory_usage,tenant-cpu,tenant-mem,0.3532184794954057,0.3184662843055826,1,0.0,13.058429126286148,11.996469622358187,11.996469622358187
6-Combined-Noise,memory_usage,tenant-cpu,tenant-nsy,0.6738540848696177,0.2087891158324647,0,0.0,13.058429126286148,0.0,0.0
6-Combined-Noise,memory_usage,tenant-cpu,tenant-ntk,0.5441697156071484,0.3298282875894853,1,0.0,13.058429126286148,6.752292993443457,6.752292993443457
6-Combined-Noise,memory_usage,tenant-dsk,tenant-cpu,0.4226346808356404,0.330058871736279,1,0.0,7.480380233467263,13.058429126286148,13.058429126286148
6-Combined-Noise,memory_usage,tenant-dsk,tenant-mem,0.4511258849273543,0.2969519389624174,0,0.0,7.480380233467263,11.996469622358187,0.0
6-Combined-Noise,memory_usage,tenant-dsk,tenant-nsy,0.4109873797771611,0.1885965863097454,0,0.0,7.480380233467263,0.0,0.0
6-Combined-Noise,memory_usage,tenant-dsk,tenant-ntk,0.5410250728448752,0.322041967613372,1,0.0,7.480380233467263,6.752292993443457,6.752292993443457
6-Combined-Noise,memory_usage,tenant-mem,tenant-cpu,0.5558341768534305,0.3336342009530197,1,0.0,11.996469622358187,13.058429126286148,13.058429126286148
6-Combined-Noise,memory_usage,tenant-mem,tenant-dsk,0.5550438293279155,0.2953905596961023,0,0.0,11.996469622358187,7.480380233467263,0.0
6-Combined-Noise,memory_usage,tenant-mem,tenant-nsy,0.4422019715659662,0.2097686422490872,0,0.0,11.996469622358187,0.0,0.0
6-Combined-Noise,memory_usage,tenant-mem,tenant-ntk,0.5491696030464969,0.3211822967437306,1,0.0,11.996469622358187,6.752292993443457,6.752292993443457
6-Combined-Noise,memory_usage,tenant-nsy,tenant-cpu,0.5939483726134641,0.2914212553162703,0,0.0,0.0,13.058429126286148,0.0
6-Combined-Noise,memory_usage,tenant-nsy,tenant-dsk,0.6126996090279786,0.2555341730463805,0,0.0,0.0,7.480380233467263,0.0
6-Combined-Noise,memory_usage,tenant-nsy,tenant-mem,0.3887019067184909,0.2762495681505301,0,0.0,0.0,11.996469622358187,0.0
6-Combined-Noise,memory_usage,tenant-nsy,tenant-ntk,0.5949211943236936,0.2661925142887143,0,0.0,0.0,6.752292993443457,0.0
6-Combined-Noise,memory_usage,tenant-ntk,tenant-cpu,0.4705179947212092,0.3420438326717048,1,0.0,6.752292993443457,13.058429126286148,13.058429126286148
6-Combined-Noise,memory_usage,tenant-ntk,tenant-dsk,0.3786397631402683,0.297971053269246,0,0.0,6.752292993443457,7.480380233467263,0.0
6-Combined-Noise,memory_usage,tenant-ntk,tenant-mem,0.5317482502758378,0.3135954570835434,1,0.0,6.752292993443457,11.996469622358187,11.996469622358187
6-Combined-Noise,memory_usage,tenant-ntk,tenant-nsy,0.5422124343191672,0.1899418593998386,0,0.0,6.752292993443457,0.0,0.0
6-Combined-Noise,network_throughput,tenant-cpu,tenant-dsk,0.20635783414424,0.3473645197498871,1,0.0,-13.755483343066269,-20.497085419274864,20.497085419274864
6-Combined-Noise,network_throughput,tenant-cpu,tenant-mem,0.2094086416585885,0.3952377181643121,1,0.0,-13.755483343066269,-14.290473793660317,14.290473793660317
6-Combined-Noise,network_throughput,tenant-cpu,tenant-nsy,0.1068800588344409,0.1128569585500736,0,0.0,-13.755483343066269,0.0,0.0
6-Combined-Noise,network_throughput,tenant-cpu,tenant-ntk,0.2540225935324103,0.3229523847999779,1,0.0,-13.755483343066269,-6.6833522114022,6.6833522114022
6-Combined-Noise,network_throughput,tenant-dsk,tenant-cpu,0.2496140104399377,0.3601912125655876,1,0.0,-20.497085419274864,-13.755483343066269,13.755483343066269
6-Combined-Noise,network_throughput,tenant-dsk,tenant-mem,0.2230040045681078,0.3709988877714568,1,0.0,-20.497085419274864,-14.290473793660317,14.290473793660317
6-Combined-Noise,network_throughput,tenant-dsk,tenant-nsy,0.1875106696315805,0.1071909198083937,0,0.0,-20.497085419274864,0.0,0.0
6-Combined-Noise,network_throughput,tenant-dsk,tenant-ntk,0.0814670288582959,0.277628595765431,0,0.0,-20.497085419274864,-6.6833522114022,0.0
6-Combined-Noise,network_throughput,tenant-mem,tenant-cpu,0.2146776053253506,0.3866747546218873,1,0.0,-14.290473793660317,-13.755483343066269,13.755483343066269
6-Combined-Noise,network_throughput,tenant-mem,tenant-dsk,0.3009989164127917,0.3474266110881727,1,0.0,-14.290473793660317,-20.497085419274864,20.497085419274864
6-Combined-Noise,network_throughput,tenant-mem,tenant-nsy,0.314119355645116,0.1082324469706139,0,0.0,-14.290473793660317,0.0,0.0
6-Combined-Noise,network_throughput,tenant-mem,tenant-ntk,0.3112669103365585,0.302259225219229,0,0.0,-14.290473793660317,-6.6833522114022,0.0
6-Combined-Noise,network_throughput,tenant-nsy,tenant-cpu,0.1401399682213839,0.2515675271788547,0,0.0,0.0,-13.755483343066269,0.0
6-Combined-Noise,network_throughput,tenant-nsy,tenant-dsk,0.1126983124469766,0.2053054284512846,0,0.0,0.0,-20.497085419274864,0.0
6-Combined-Noise,network_throughput,tenant-nsy,tenant-mem,0.1657257801011101,0.2389177286939947,0,0.0,0.0,-14.290473793660317,0.0
6-Combined-Noise,network_throughput,tenant-nsy,tenant-ntk,0.0694907767634757,0.1896893275258317,0,0.0,0.0,-6.6833522114022,0.0
6-Combined-Noise,network_throughput,tenant-ntk,tenant-cpu,0.1620510634732565,0.3685132936463666,1,0.0,-6.6833522114022,-13.755483343066269,13.755483343066269
6-Combined-Noise,network_throughput,tenant-ntk,tenant-dsk,0.1287243486665836,0.3350111948123566,1,0.0,-6.6833522114022,-20.497085419274864,20.497085419274864
6-Combined-Noise,network_throughput,tenant-ntk,tenant-mem,0.2215433903047206,0.3878802321514409,1,0.0,-6.6833522114022,-14.290473793660317,14.290473793660317
6-Combined-Noise,network_throughput,tenant-ntk,tenant-nsy,0.2282407788383646,0.1024818083060485,0,0.0,-6.6833522114022,0.0,0.0
7-Recovery,cpu_usage,tenant-cpu,tenant-dsk,0.0561538846843376,0.2916031425631004,0,0.0,-1.6728492084231612,-2.434634286345624,0.0
7-Recovery,cpu_usage,tenant-cpu,tenant-mem,0.0753451867867382,0.1522272862032112,0,0.0,-1.6728492084231612,-1.197472024431196,0.0
7-Recovery,cpu_usage,tenant-cpu,tenant-nsy,0.4310145717948417,0.0072725312584769,0,0.0,-1.6728492084231612,0.0,0.0
7-Recovery,cpu_usage,tenant-cpu,tenant-ntk,0.1457184538871803,0.3203494928397336,1,0.0,-1.6728492084231612,0.7816574068332606,0.7816574068332606
7-Recovery,cpu_usage,tenant-dsk,tenant-cpu,0.145672505820227,0.203134588697061,0,0.0,-2.434634286345624,-1.6728492084231612,0.0
7-Recovery,cpu_usage,tenant-dsk,tenant-mem,0.1745527162186395,0.1866487229088304,0,0.0,-2.434634286345624,-1.197472024431196,0.0
7-Recovery,cpu_usage,tenant-dsk,tenant-nsy,0.4281957661346992,0.0188164905691756,0,0.0,-2.434634286345624,0.0,0.0
7-Recovery,cpu_usage,tenant-dsk,tenant-ntk,0.2254556198508629,0.3740509357794006,1,0.0,-2.434634286345624,0.7816574068332606,0.7816574068332606
7-Recovery,cpu_usage,tenant-mem,tenant-cpu,0.044465724071279,0.1615659728476965,1,0.0,-1.197472024431196,-1.6728492084231612,1.6728492084231612
7-Recovery,cpu_usage,tenant-mem,tenant-dsk,0.0369401723837893,0.2870801091671768,1,0.0,-1.197472024431196,-2.434634286345624,2.434634286345624
7-Recovery,cpu_usage,tenant-mem,tenant-nsy,0.3110073538260277,0.0102736966867539,0,0.0,-1.197472024431196,0.0,0.0
7-Recovery,cpu_usage,tenant-mem,tenant-ntk,0.0456991850417476,0.3060355006157643,2,0.0,-1.197472024431196,0.7816574068332606,1.5633148136665211
7-Recovery,cpu_usage,tenant-nsy,tenant-cpu,0.0097067054739857,0.036228076874394,1,0.0,0.0,-1.6728492084231612,1.6728492084231612
7-Recovery,cpu_usage,tenant-nsy,tenant-dsk,0.3688636730090092,0.0732793237356514,0,0.0,0.0,-2.434634286345624,0.0
7-Recovery,cpu_usage,tenant-nsy,tenant-mem,0.1108592094694095,0.0338966944378304,0,0.0,0.0,-1.197472024431196,0.0
7-Recovery,cpu_usage,tenant-nsy,tenant-ntk,0.3766420429011053,0.0752524673062493,0,0.0,0.0,0.7816574068332606,0.0
7-Recovery,cpu_usage,tenant-ntk,tenant-cpu,0.0632371681627297,0.2430121514532704,0,0.0,0.7816574068332606,-1.6728492084231612,0.0
7-Recovery,cpu_usage,tenant-ntk,tenant-dsk,0.0433518952535489,0.3550685016961313,2,0.0,0.7816574068332606,-2.434634286345624,4.869268572691248
7-Recovery,cpu_usage,tenant-ntk,tenant-mem,0.0104047157108425,0.2346528773933485,1,0.0,0.7816574068332606,-1.197472024431196,1.197472024431196
7-Recovery,cpu_usage,tenant-ntk,tenant-nsy,0.4954798075888852,0.0194669489924546,0,0.0,0.7816574068332606,0.0,0.0
7-Recovery,disk_io_total,tenant-cpu,tenant-dsk,0.0779470989071482,0.2683342572074735,0,0.0,15.700705194989416,-37.67151115281267,0.0
7-Recovery,disk_io_total,tenant-cpu,tenant-mem,0.1876178259990712,0.3342947836955278,1,0.0,15.700705194989416,19.221102912718067,19.221102912718067
7-Recovery,disk_io_total,tenant-cpu,tenant-nsy,0.5823617864504373,0.0144393744886177,0,0.0,15.700705194989416,0.0,0.0
7-Recovery,disk_io_total,tenant-cpu,tenant-ntk,0.2044769680358913,0.314121100773813,1,0.0,15.700705194989416,26.975332260149013,26.975332260149013
7-Recovery,disk_io_total,tenant-dsk,tenant-cpu,0.0927586536111563,0.2994050400899833,0,0.0,-37.67151115281267,15.700705194989416,0.0
7-Recovery,disk_io_total,tenant-dsk,tenant-mem,0.0550556995754842,0.3129145403342545,1,0.0,-37.67151115281267,19.221102912718067,19.221102912718067
7-Recovery,disk_io_total,tenant-dsk,tenant-nsy,0.5618171578971769,0.0110947848541413,0,0.0,-37.67151115281267,0.0,0.0
7-Recovery,disk_io_total,tenant-dsk,tenant-ntk,0.1203079777634338,0.3313282719642924,1,0.0,-37.67151115281267,26.975332260149013,26.975332260149013
7-Recovery,disk_io_total,tenant-mem,tenant-cpu,0.2140166765300831,0.3248474112379343,1,0.0,19.221102912718067,15.700705194989416,15.700705194989416
7-Recovery,disk_io_total,tenant-mem,tenant-dsk,0.1316373404963267,0.2869432576300456,0,0.0,19.221102912718067,-37.67151115281267,0.0
7-Recovery,disk_io_total,tenant-mem,tenant-nsy,0.3350266747582532,0.0147701188959982,0,0.0,19.221102912718067,0.0,0.0
7-Recovery,disk_io_total,tenant-mem,tenant-ntk,0.0733369295342561,0.3494208768381777,1,0.0,19.221102912718067,26.975332260149013,26.975332260149013
7-Recovery,disk_io_total,tenant-nsy,tenant-cpu,0.4102168091578566,0.0537546196448258,0,0.0,0.0,15.700705194989416,0.0
7-Recovery,disk_io_total,tenant-nsy,tenant-dsk,0.395218861590115,0.0434891945148336,0,0.0,0.0,-37.67151115281267,0.0
7-Recovery,disk_io_total,tenant-nsy,tenant-mem,0.2892993555837125,0.0584850727220389,0,0.0,0.0,19.221102912718067,0.0
7-Recovery,disk_io_total,tenant-nsy,tenant-ntk,0.2203068359569993,0.0558943630875897,0,0.0,0.0,26.975332260149013,0.0
7-Recovery,disk_io_total,tenant-ntk,tenant-cpu,0.212193917285368,0.3064625453574604,1,0.0,26.975332260149013,15.700705194989416,15.700705194989416
7-Recovery,disk_io_total,tenant-ntk,tenant-dsk,0.1237479377211967,0.2796357631604078,0,0.0,26.975332260149013,-37.67151115281267,0.0
7-Recovery,disk_io_total,tenant-ntk,tenant-mem,0.1673647277111137,0.3721056244630719,1,0.0,26.975332260149013,19.221102912718067,19.221102912718067
7-Recovery,disk_io_total,tenant-ntk,tenant-nsy,0.4523394468109409,0.0152233893590423,0,0.0,26.975332260149013,0.0,0.0
7-Recovery,memory_usage,tenant-cpu,tenant-dsk,0.4921266402190964,0.3207293023109044,1,0.0,11.97841806507188,7.1138271186582855,7.1138271186582855
7-Recovery,memory_usage,tenant-cpu,tenant-mem,0.4356759235373871,0.3249641341214795,1,0.0,11.97841806507188,9.5959044896471,9.5959044896471
7-Recovery,memory_usage,tenant-cpu,tenant-nsy,0.4024499449557085,0.0098909244678584,0,0.0,11.97841806507188,0.0,0.0
7-Recovery,memory_usage,tenant-cpu,tenant-ntk,0.5201764566132066,0.2959585543958469,0,0.0,11.97841806507188,7.090499050088686,0.0
7-Recovery,memory_usage,tenant-dsk,tenant-cpu,0.5911693912286087,0.3244278128966283,1,0.0,7.1138271186582855,11.97841806507188,11.97841806507188
7-Recovery,memory_usage,tenant-dsk,tenant-mem,0.6064831694661368,0.309609771954786,1,0.0,7.1138271186582855,9.5959044896471,9.5959044896471
7-Recovery,memory_usage,tenant-dsk,tenant-nsy,0.6351949844364544,0.0101648568405458,0,0.0,7.1138271186582855,0.0,0.0
7-Recovery,memory_usage,tenant-dsk,tenant-ntk,0.5091987765620852,0.2954911709107511,0,0.0,7.1138271186582855,7.090499050088686,0.0
7-Recovery,memory_usage,tenant-mem,tenant-cpu,0.4992807643428386,0.3170955759194359,1,0.0,9.5959044896471,11.97841806507188,11.97841806507188
7-Recovery,memory_usage,tenant-mem,tenant-dsk,0.6706077284348273,0.3132799121503701,1,0.0,9.5959044896471,7.1138271186582855,7.1138271186582855
7-Recovery,memory_usage,tenant-mem,tenant-nsy,0.3613316524129021,0.0090311037971095,0,0.0,9.5959044896471,0.0,0.0
7-Recovery,memory_usage,tenant-mem,tenant-ntk,0.4823706201360257,0.2924627570184283,0,0.0,9.5959044896471,7.090499050088686,0.0
7-Recovery,memory_usage,tenant-nsy,tenant-cpu,0.8437366868902089,0.0718936204807528,0,0.0,0.0,11.97841806507188,0.0
7-Recovery,memory_usage,tenant-nsy,tenant-dsk,0.484350278063464,0.0765204148654306,0,0.0,0.0,7.1138271186582855,0.0
7-Recovery,memory_usage,tenant-nsy,tenant-mem,0.4826868989690021,0.0675440837983769,0,0.0,0.0,9.5959044896471,0.0
7-Recovery,memory_usage,tenant-nsy,tenant-ntk,0.3519312642175735,0.0593560956817317,0,0.0,0.0,7.090499050088686,0.0
7-Recovery,memory_usage,tenant-ntk,tenant-cpu,0.531336241054593,0.3112817602116112,1,0.0,7.090499050088686,11.97841806507188,11.97841806507188
7-Recovery,memory_usage,tenant-ntk,tenant-dsk,0.3567230285983582,0.3023871396696368,0,0.0,7.090499050088686,7.1138271186582855,0.0
7-Recovery,memory_usage,tenant-ntk,tenant-mem,0.667226563950754,0.2897957476442502,0,0.0,7.090499050088686,9.5959044896471,0.0
7-Recovery,memory_usage,tenant-ntk,tenant-nsy,0.666745292646883,0.0086884537761997,0,0.0,7.090499050088686,0.0,0.0
7-Recovery,network_throughput,tenant-cpu,tenant-dsk,0.3970927296466791,0.3515876637743592,1,0.0,-2.890177621769822,-14.082905500981576,14.082905500981576
7-Recovery,network_throughput,tenant-cpu,tenant-mem,0.2198994617353295,0.3876018374891356,1,0.0,-2.890177621769822,-3.462665234510508,3.462665234510508
7-Recovery,network_throughput,tenant-cpu,tenant-nsy,0.5898166801725522,0.0206852334724035,0,0.0,-2.890177621769822,0.0,0.0
7-Recovery,network_throughput,tenant-cpu,tenant-ntk,0.2908998381325131,0.2868606126173291,0,0.0,-2.890177621769822,-1.1159660920352774,0.0
7-Recovery,network_throughput,tenant-dsk,tenant-cpu,0.1147668876538968,0.3586431456839334,1,0.0,-14.082905500981576,-2.890177621769822,2.890177621769822
7-Recovery,network_throughput,tenant-dsk,tenant-mem,0.1646202421785865,0.3848606952695739,1,0.0,-14.082905500981576,-3.462665234510508,3.462665234510508
7-Recovery,network_throughput,tenant-dsk,tenant-nsy,0.5633662697117114,0.0182000001507847,0,0.0,-14.082905500981576,0.0,0.0
7-Recovery,network_throughput,tenant-dsk,tenant-ntk,0.2407150273558228,0.2820344553356759,0,0.0,-14.082905500981576,-1.1159660920352774,0.0
7-Recovery,network_throughput,tenant-mem,tenant-cpu,0.3364589330023577,0.3973055692619827,1,0.0,-3.462665234510508,-2.890177621769822,2.890177621769822
7-Recovery,network_throughput,tenant-mem,tenant-dsk,0.1357790513671229,0.3639685562811502,1,0.0,-3.462665234510508,-14.082905500981576,14.082905500981576
7-Recovery,network_throughput,tenant-mem,tenant-nsy,0.5791073175750773,0.0127854448809362,0,0.0,-3.462665234510508,0.0,0.0
7-Recovery,network_throughput,tenant-mem,tenant-ntk,0.3111456362746075,0.3147206461643997,1,0.0,-3.462665234510508,-1.1159660920352774,1.1159660920352774
7-Recovery,network_throughput,tenant-nsy,tenant-cpu,0.3556557558640371,0.0783417920415276,0,0.0,0.0,-2.890177621769822,0.0
7-Recovery,network_throughput,tenant-nsy,tenant-dsk,0.6854507804155072,0.0636467248545217,0,0.0,0.0,-14.082905500981576,0.0
7-Recovery,network_throughput,tenant-nsy,tenant-mem,0.4630143926665312,0.071205745547333,0,0.0,0.0,-3.462665234510508,0.0
7-Recovery,network_throughput,tenant-nsy,tenant-ntk,0.3197931753604243,0.0724144381584638,0,0.0,0.0,-1.1159660920352774,0.0
7-Recovery,network_throughput,tenant-ntk,tenant-cpu,0.1531733725630508,0.3570311057781066,1,0.0,-1.1159660920352774,-2.890177621769822,2.890177621769822
7-Recovery,network_throughput,tenant-ntk,tenant-dsk,0.0905704101768207,0.3220360774305059,1,0.0,-1.1159660920352774,-14.082905500981576,14.082905500981576
7-Recovery,network_throughput,tenant-ntk,tenant-mem,0.2056515527239263,0.3798650484716095,1,0.0,-1.1159660920352774,-3.462665234510508,3.462665234510508
7-Recovery,network_throughput,tenant-ntk,tenant-nsy,0.5183778098533889,0.0166641184113857,0,0.0,-1.1159660920352774,0.0,0.0
