tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant,round_id
tenant-cpu,cpu_usage,2-CPU-Noise,2.621085941731431,0.25048114167510893,363,3.8462546521603076,0.26139587411813353,370,-31.853551603525315,-4.784900779723183,4.331237060530357e-305,True,round-1
tenant-cpu,cpu_usage,3-Memory-Noise,2.938461912843568,0.24750765524793764,351,3.8462546521603076,0.26139587411813353,370,-23.60199262435377,-3.563746737492777,6.52518775235851e-226,True,round-1
tenant-cpu,cpu_usage,4-Network-Noise,2.448657068329791,0.24227470068206397,358,3.8462546521603076,0.26139587411813353,370,-36.33658481363252,-5.542183042260434,0.0,True,round-1
tenant-cpu,cpu_usage,5-Disk-Noise,3.4645432933727256,0.24431091648665293,362,3.8462546521603076,0.26139587411813353,370,-9.924235218622043,-1.5081968788782818,1.3005884783019777e-73,True,round-1
tenant-cpu,cpu_usage,6-Combined-Noise,1.6551492321142143,0.1695598481697768,359,3.8462546521603076,0.26139587411813353,370,-56.96724783460256,-9.914748997464073,0.0,True,round-1
tenant-cpu,cpu_usage,7-Recovery,3.737676521477753,0.37270477931587204,364,3.8462546521603076,0.26139587411813353,370,-2.822957409270082,-0.33777781240075294,6.038069557869938e-06,True,round-1
tenant-cpu,disk_io_total,2-CPU-Noise,306230.25902902544,38913.273406033775,363,307671.66317788494,41545.22300701526,370,-0.46848778141330694,-0.035799400974714735,0.6278950938860397,False,round-1
tenant-cpu,disk_io_total,3-Memory-Noise,291280.6494969565,39551.31945213914,352,307671.66317788494,41545.22300701526,370,-5.327436888931737,-0.40386444346175937,7.67423194707515e-08,True,round-1
tenant-cpu,disk_io_total,4-Network-Noise,292354.8091328214,35137.03183173229,358,307671.66317788494,41545.22300701526,370,-4.978311582827789,-0.3975562438197469,1.0256470080117492e-07,True,round-1
tenant-cpu,disk_io_total,5-Disk-Noise,292496.85646583163,41540.45015295493,362,307671.66317788494,41545.22300701526,370,-4.932143101940385,-0.36528071704376436,9.639334811620372e-07,True,round-1
tenant-cpu,disk_io_total,6-Combined-Noise,290170.6443491035,40379.70822828901,359,307671.66317788494,41545.22300701526,370,-5.6882127681231935,-0.42711010868822186,1.1878716335357225e-08,True,round-1
tenant-cpu,disk_io_total,7-Recovery,293360.201341337,41995.99547424338,364,307671.66317788494,41545.22300701526,370,-4.651537190239569,-0.342630542019789,4.113059610423757e-06,True,round-1
tenant-cpu,memory_usage,2-CPU-Noise,248308468.0110193,47065475.545583,363,247011405.4918919,45926434.83187865,370,0.5251022787973952,0.0278974236194403,0.7058811153532996,False,round-1
tenant-cpu,memory_usage,3-Memory-Noise,266685521.45454547,50812757.81725293,352,247011405.4918919,45926434.83187865,370,7.964861348598487,0.4067402650036938,7.00435876567334e-08,True,round-1
tenant-cpu,memory_usage,4-Network-Noise,263483094.52513966,48326551.52764949,358,247011405.4918919,45926434.83187865,370,6.668392093250305,0.3495545843743778,2.9558449795221525e-06,True,round-1
tenant-cpu,memory_usage,5-Disk-Noise,281523386.6961326,50419395.33843384,362,247011405.4918919,45926434.83187865,370,13.971816862267747,0.7160062704008271,6.7007518665838884e-21,True,round-1
tenant-cpu,memory_usage,6-Combined-Noise,293976480.44568247,51581385.0719705,359,247011405.4918919,45926434.83187865,370,19.013322425442496,0.9625351321328749,1.0982975347958626e-34,True,round-1
tenant-cpu,memory_usage,7-Recovery,291321923.51648355,49770015.18429218,364,247011405.4918919,45926434.83187865,370,17.93865264494685,0.9256222284384453,9.606811201741461e-33,True,round-1
tenant-cpu,network_throughput,2-CPU-Noise,11093.466499728873,1497.3352398402776,363,11291.253969877862,1707.6319328388654,370,-1.7516873739323795,-0.12308375470858256,0.09571153705844239,False,round-1
tenant-cpu,network_throughput,3-Memory-Noise,11053.733773055588,1514.0320794089798,351,11291.253969877862,1707.6319328388654,370,-2.1035767812495934,-0.14695401521058762,0.048252915472819,True,round-1
tenant-cpu,network_throughput,4-Network-Noise,10546.092774961979,1492.2146299650178,358,11291.253969877862,1707.6319328388654,370,-6.599454736416169,-0.46418233415274723,6.034293072044606e-10,True,round-1
tenant-cpu,network_throughput,5-Disk-Noise,10635.460740728104,1553.4211600679912,362,11291.253969877862,1707.6319328388654,370,-5.807975189462964,-0.40154069061876435,7.397784771247245e-08,True,round-1
tenant-cpu,network_throughput,6-Combined-Noise,10524.860904357864,1492.2421523054024,359,11291.253969877862,1707.6319328388654,370,-6.7874929353687055,-0.4774491732009459,1.9541084724799858e-10,True,round-1
tenant-cpu,network_throughput,7-Recovery,11073.917165551939,1369.3612983784913,364,11291.253969877862,1707.6319328388654,370,-1.9248243366566868,-0.14029485200093775,0.05734616624907205,False,round-1
tenant-dsk,cpu_usage,2-CPU-Noise,0.9343814952207482,0.1014949197893431,363,0.9566638588999105,0.12238091936746497,370,-2.329173771107571,-0.19802405922716865,0.00741595892763943,True,round-1
tenant-dsk,cpu_usage,3-Memory-Noise,0.9354580681068417,0.10199430033948378,351,0.9566638588999105,0.12238091936746497,370,-2.21663968966631,-0.1877986791333585,0.011541253915953275,True,round-1
tenant-dsk,cpu_usage,4-Network-Noise,0.9203170882326418,0.0893504219334193,358,0.9566638588999105,0.12238091936746497,370,-3.7993251578526896,-0.33837543972457457,5.351606834676433e-06,True,round-1
tenant-dsk,cpu_usage,5-Disk-Noise,0.910898689099927,0.09816640424117545,362,0.9566638588999105,0.12238091936746497,370,-4.7838296988254445,-0.4120459300720413,3.305121072838755e-08,True,round-1
tenant-dsk,cpu_usage,6-Combined-Noise,0.9254365728529684,0.0865653867258432,359,0.9566638588999105,0.12238091936746497,370,-3.2641858220557216,-0.2938663775106142,7.439836253682032e-05,True,round-1
tenant-dsk,cpu_usage,7-Recovery,0.935953705560153,0.10008753494842988,364,0.9566638588999105,0.12238091936746497,370,-2.1648307445807067,-0.18510676505191995,0.0122436987899598,True,round-1
tenant-dsk,disk_io_total,2-CPU-Noise,12672590.01536304,1933411.4152487032,363,18182482.177446444,37613490.04737588,370,-30.3033002222209,-0.20591256275011424,0.00515439012157591,True,round-1
tenant-dsk,disk_io_total,3-Memory-Noise,12752995.423307467,2000625.9865433306,352,18182482.177446444,37613490.04737588,370,-29.86108662806068,-0.20136530159353533,0.005843264304004309,True,round-1
tenant-dsk,disk_io_total,4-Network-Noise,12837804.333222657,1830882.4353642706,358,18182482.177446444,37613490.04737588,370,-29.39465465751055,-0.19908375623187274,0.006637405695059467,True,round-1
