tenant_id,1 - Baseline_mean,1 - Baseline_std,2 - CPU Noise_mean,2 - CPU Noise_std,2 - CPU Noise_vs_baseline_pct,3 - Memory Noise_mean,3 - Memory Noise_std,3 - Memory Noise_vs_baseline_pct,4 - Network Noise_mean,4 - Network Noise_std,4 - Network Noise_vs_baseline_pct,5 - Disk Noise_mean,5 - Disk Noise_std,5 - Disk Noise_vs_baseline_pct,6 - Combined Noise_mean,6 - Combined Noise_std,6 - Combined Noise_vs_baseline_pct,7 - Recovery_mean,7 - Recovery_std,7 - Recovery_vs_baseline_pct,metric
tenant-cpu,0.42832188463790904,0.896392539684461,0.0009360412345705114,0.00013281074439643978,-99.78146313131727,0.0009251164297871588,0.00013924183142365848,-99.7840137375728,0.0011745051426560028,0.0002008882179659307,-99.72578913551222,0.0012108751802785273,0.00022455314541236,-99.71729784918598,0.0010369793553824697,0.0001642532721170035,-99.75789718140152,0.0009954700306531998,0.0001633994868599082,-99.76758833336412,cpu_usage
tenant-dsk,0.02081098135710407,0.00303000850958426,0.021012275591933343,0.0015286754493664895,0.9672500848238839,0.020367076078849577,0.0016293418286223516,-2.133033856680485,0.021060575658752124,0.0017552680172181795,1.1993394130010628,0.022517856698904756,0.0020045849085190467,8.20180131110455,0.022112575155181852,0.00183029401688089,6.25436050200231,0.021303454255213333,0.00173694884323539,2.366408818780427,cpu_usage
tenant-mem,0.01067353884508007,0.0014790700026467258,0.011331859572022571,0.0007395727937044282,6.167783117648483,0.010698227683639023,0.0007827080712339987,0.2313088369030816,0.0114135057434804,0.0008899683123903967,6.932723149655419,0.011832939757487991,0.0009386377551594072,10.86238528042031,0.011457972137280665,0.0008013307231640885,7.349327187413351,0.011107069017233259,0.0007985516991810802,4.061728527394859,cpu_usage
tenant-ntk,0.0011626331840686411,0.0001357154067019901,0.0011316598250078024,0.00010451264688067249,-2.664069758653133,0.0010687952176712313,0.00010142540259423784,-8.071158443028727,0.0012230612123347803,0.0001314663050362619,5.1975144950422765,0.001251561780346442,0.00012998591371955108,7.64889541227395,0.0011255147837347004,0.00010635140645614016,-3.1926149057645765,0.0011724181399059375,0.00011431877935350331,0.8416202093126086,cpu_usage
tenant-cpu,99.17735271911319,364.9748624100326,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,0.0,0.0,-100.0,disk_throughput_total
tenant-dsk,3685.7044715705333,3350.0841348239846,2216.4089093426214,190.4986590279086,-39.864714427356766,2256.673697397439,200.3480231803682,-38.772256028551396,2313.4214201423024,184.65019002885012,-37.23258503261063,2307.7481904955744,163.09578621290584,-37.38651027785175,2301.179623476916,188.62852940651086,-37.564727687015306,2292.951465221758,193.47084631792333,-37.78797288528406,disk_throughput_total
tenant-mem,0.0,0.0,0.0,0.0,0.0,1150.3431549683464,6846.779981803173,inf,1408.6922112212364,7224.970946287802,inf,0.0,0.0,0.0,0.0,0.0,0.0,2778.47492721945,11143.331223012223,inf,disk_throughput_total
tenant-ntk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disk_throughput_total
tenant-cpu,2886082.56,1800880.444081067,2185266.9452736317,97901.34877396731,-24.282590679816458,2172123.064676617,43162.286365770706,-24.738013569625092,2168010.720812183,52473.425864404606,-24.880502350834245,2162472.4210526315,32807.89773790006,-25.07239913980037,2160384.0,12578.540755559326,-25.144760931579174,2165040.1584158414,38647.432593312755,-24.983429496353654,memory_usage
tenant-dsk,60570530.90909091,1613288.8193536117,61287021.53233831,675195.9770763746,1.182902993409066,61438858.82587065,696037.5836436237,1.4335814854966313,61538283.20812183,979638.3265144036,1.597727945431752,61544232.421052635,847763.317782155,1.607549904793038,61528960.0,840764.8261853313,1.5823356284388204,61750403.8019802,695328.4484812341,1.9479322290572927,memory_usage
