tenant_id,metric_name,experimental_phase,round_id,count,mean,std,min,max,skewness,kurtosis
tenant-cpu,cpu_usage,1 - Baseline,round-4,164,0.17442849873637425,0.4926124115949941,0.0005651918115884,2.000910318952448,2.7919325856772987,6.405032152002285
tenant-cpu,cpu_usage,2 - CPU Noise,round-4,167,0.001020224104346354,0.00012883436608020473,0.0006818793326968,0.0012988048465479,-0.4525549141870102,-0.027285743707424537
tenant-cpu,cpu_usage,3 - Memory Noise,round-4,166,0.0009999626123101126,0.00013764568371417364,0.0006286583238105,0.0013343817613508,-0.11964835536085935,-0.10245928313927877
tenant-cpu,cpu_usage,4 - Network Noise,round-4,164,0.0010414166272953317,0.0001490723399811696,0.0005381963746738,0.0013879442321492,-0.3017473460260387,0.4090912200566095
tenant-cpu,cpu_usage,5 - Disk Noise,round-4,163,0.0010559679049626251,0.00015162193450660389,0.0006694129631854,0.0013884954627275,-0.11379323551234581,-0.2707063533802425
tenant-cpu,cpu_usage,6 - Combined Noise,round-4,163,0.0010526619338528582,0.00015773594044347924,0.0006589824821631,0.001376335782321,-0.23117664058150852,-0.4075607898418001
tenant-cpu,cpu_usage,7 - Recovery,round-4,166,0.0010200181129704174,0.0001270999812390848,0.0006413777777777,0.0013530389708475,0.03168492756163527,0.049605994907411244
tenant-cpu,disk_throughput_total,1 - Baseline,round-4,164,59.343320467343155,288.7190547672922,0.0,1925.0804400772656,4.9458841131805515,24.138422895165142
tenant-cpu,disk_throughput_total,2 - CPU Noise,round-4,167,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,disk_throughput_total,3 - Memory Noise,round-4,166,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,disk_throughput_total,4 - Network Noise,round-4,164,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,disk_throughput_total,5 - Disk Noise,round-4,163,211.6502837360243,1906.2313173804964,0.0,17910.42194009776,8.963622025774493,79.44524442194367
tenant-cpu,disk_throughput_total,6 - Combined Noise,round-4,163,568.5621095328162,3200.7135996906904,0.0,20844.58289589402,5.8125552582079925,32.930662929356465
tenant-cpu,disk_throughput_total,7 - Recovery,round-4,166,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,memory_usage,1 - Baseline,round-4,166,2659216.9638554216,1464493.4991289205,2138112.0,7417856.0,2.8233974512333337,6.264874509726839
tenant-cpu,memory_usage,2 - CPU Noise,round-4,167,2186086.706586826,79260.19404804579,2154496.0,3133440.0,10.588555916935658,124.77499673881496
tenant-cpu,memory_usage,3 - Memory Noise,round-4,166,2178479.807228916,29499.69783859972,2162688.0,2478080.0,7.531933554036307,68.76700324459185
