,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.01645544941172733,0.14160490449710927,0.025855336960419438,0.5780214937233594
tenant-dsk,0.5646213421041713,,0.20188675643574197,0.00942952291654443,0.25295127658131333
tenant-mem,0.48168387792338985,0.002450994165528981,,0.27844891503740116,0.04052518295092573
tenant-nsy,0.021724918456069935,0.2054576533628965,0.5302284632658685,,0.001810942272860061
tenant-ntk,0.5443518911533187,0.3235120379437878,0.20256540282519717,0.05429573095600815,
