,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,2.6584341045589096e-07,7.531881972131619e-07,2.381396423859642e-06
tenant-dsk,0.0197109723324199,,0.0037968664328225333,0.00016084214699352715
tenant-mem,0.031634885702950456,0.26009114410779566,,0.05720697087132156
tenant-ntk,0.025213849635318183,0.09060577447974558,0.20925491055181417,
