,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.6388353334731689,0.726208211854986,0.6381776016680286,0.6417382940944655
tenant-dsk,0.5968072565320571,,0.48435741719050024,0.4489151557869252,0.4276277879710595
tenant-mem,0.6308465923419619,0.49225219256984076,,0.5372212986054717,0.5546118740004848
tenant-nsy,0.6633069990664687,0.49874369611835956,0.60780113727035,,0.5719819899982558
tenant-ntk,0.6430442407992896,0.49192210267774567,0.6042814261120178,0.5452709527785643,
