,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.0,0.0,0.0
tenant-dsk,0.0,,0.0,0.10198557313535815
tenant-mem,0.0,0.0,,0.0
tenant-ntk,0.0,0.020833333333333332,0.0,
