,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.7379809207892005,0.978561228304807,0.2216219755831125
tenant-dsk,0.779185486017003,,0.6902484174205187,0.246845574708905
tenant-mem,0.4039789912054538,0.7627466449920304,,0.7678818682128494
tenant-ntk,0.9630798529743698,0.6287869481909878,0.25751365665240666,
