,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.7987764496156744,0.6918554152170429,0.0006044349802518609
tenant-dsk,0.03549005952975228,,0.0005871079489230996,0.0030566128324037555
tenant-mem,0.8383583695940725,3.3366154290865186e-07,,0.010770825219261712
tenant-ntk,0.00035719487377616315,0.0020921235826655148,8.243470233937444e-12,
