,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.00011169109327472167,0.02149279090663667,0.016286101160599167
tenant-dsk,0.0002989752535730145,,0.0008120728639247632,2.364286731966099e-05
tenant-mem,0.011279307244316385,0.0003135924702963722,,3.2577515875701955e-05
tenant-ntk,4.65146685354356e-05,0.00016680822134954287,4.176733263951717e-07,
