,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.17902419139435527,0.22088824986376507,0.19331667381834725
tenant-dsk,0.17021222801937846,,0.15621397189050568,0.11778099256903406
tenant-mem,0.17626364260224722,0.18664809771595753,,0.14709325047772534
tenant-ntk,0.12010892278828927,0.09057654285097853,0.08713284120763351,
