,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.05334519982930492,0.0018702712720273568,0.002266728114820418
tenant-dsk,0.06140409504754941,,0.004072752607478026,0.3757109787650165
tenant-mem,0.1762421911563187,0.00014734763810986793,,0.47367753795046397
tenant-ntk,0.10019570647094372,0.2044751676988515,0.008093519414678693,
