,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.45275285841396795,0.8891088135037344,0.9784804341934307
tenant-dsk,0.6397278440754257,,0.032024183844963444,0.9767245165438228
tenant-mem,0.8689164790045941,0.6432532417744138,,0.004978801733267072
tenant-ntk,0.7816902119468424,0.32592697189854636,0.9244427481563701,
