,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.10058835836054704,0.0003539183632320015,0.3543964851226633,0.00041591588328835787
tenant-dsk,1.3154394237784026e-05,,0.0010585725131405752,0.006229964233313432,1.0521267739870105e-05
tenant-mem,0.0008542443844235092,0.02053351262909353,,8.331502442278732e-05,0.07492179072052245
tenant-nsy,5.289404858647463e-08,0.0018554101232654372,1.3591021217622338e-08,,8.426174782760298e-08
tenant-ntk,0.0004745488351808452,0.002514667888911898,7.251338530837586e-07,0.00014799058272465068,
