,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.9412610742998139,0.0011319783208752683,0.9668795142368073,0.9566745957140185
tenant-dsk,0.701465066949113,,0.3637881378136272,0.4872543499314046,0.9410215658899039
tenant-mem,0.19727460537838185,0.7599564023468519,,0.29206716008973127,0.5364110383986479
tenant-nsy,0.20203555666362882,0.7765507941541283,0.15112720548337755,,0.4135435698114829
tenant-ntk,0.3027274285339792,0.6495919035126294,0.21457151402681018,0.7331692151563758,
