tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1464843826.8721712,1288188513.8526945,279543912.64321125,1449747421.466741,202693992.3664171
tenant-dsk,1288188513.8526945,582584541047.2538,2650991758.49857,283943051684.785,5523666633.299158
tenant-mem,279543912.64321125,2650991758.49857,1454538237.6221335,1279715972.5507927,233901276.715296
tenant-nsy,1449747421.466741,283943051684.785,1279715972.5507927,545237641336.4524,3855358359.9376736
tenant-ntk,202693992.3664171,5523666633.299158,233901276.715296,3855358359.9376736,1294506054.7462285
