tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,0.4968920262059485,0.36839590460251825,0.013127649884396273
tenant-dsk,0.4968920262059485,1.0,0.5053277638814179,-0.035985345881777396
tenant-mem,0.36839590460251825,0.5053277638814179,1.0,-0.0443920130167524
tenant-ntk,0.013127649884396273,-0.035985345881777396,-0.0443920130167524,1.0
