tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1985723923.0773654,1040973572476.2754,920721472.7322791,929303126.5826982
tenant-dsk,1040973572476.2754,2460109970506491.0,1113637030959.0427,815571305356.4968
tenant-mem,920721472.7322791,1113637030959.0427,2332480231.157736,885621076.9542708
tenant-ntk,929303126.5826982,815571305356.4968,885621076.9542708,2209656887.9663973
