tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,16.654254877062332,329.2242757676919,570.6998620966726,56.34573273102857
tenant-dsk,329.2242757676919,365258.7698912531,271490.4869656796,44494.1612571585
tenant-mem,570.6998620966726,271490.4869656796,391282.58759198635,39493.82488130716
tenant-ntk,56.34573273102857,44494.1612571585,39493.82488130716,8865.174638890952
