tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,3513742160840.485,-4540998204936.763,-764562502944.9827,-5266290602452.622
tenant-dsk,-4540998204936.763,57774640532988.12,22083127116863.547,35289788571409.91
tenant-mem,-764562502944.9827,22083127116863.547,9990037719386.613,12519270686694.654
tenant-ntk,-5266290602452.622,35289788571409.91,12519270686694.654,25857223467631.19
