experimental_phase,cpu_usage,disk_io_total,memory_usage,network_throughput
2-CPU-Noise,-32.622660373079505,-2.111536210336856,2.760722525433493,-3.970617489263808
3-Memory-Noise,-23.219056114737704,13.486598491563706,4.499214258633559,-3.016244295091437
4-Network-Noise,-36.32341605938633,20.212462855016728,4.474216583004042,-7.458189117858897
5-Disk-Noise,-9.660446287264154,14.082503620637263,10.662416766509036,-7.324127573393378
6-Combined-Noise,-56.36660216298101,20.00655324250073,13.058429126286148,-13.755483343066269
7-Recovery,-1.6728492084231612,15.700705194989416,11.97841806507188,-2.890177621769822
