experimental_phase,cpu_usage,disk_io_total,memory_usage,network_throughput
2-CPU-Noise,-1.3776990141414005,6.555873056110892,1.4229399203610689,5.506030647232434
3-Memory-Noise,-0.62154686756408,5.88045696512174,2.2970379160275995,3.452795192686472
4-Network-Noise,-2.756918200622457,5.455167863812384,3.136267702605098,1.0386842333358848
5-Disk-Noise,0.1045885844679161,22.200095726275443,5.741725790804962,9.41963779390299
6-Combined-Noise,-3.829809423627348,18.736995079137166,6.752292993443457,-6.6833522114022
7-Recovery,0.7816574068332606,26.975332260149013,7.090499050088686,-1.1159660920352774
