experimental_phase,cpu_usage,disk_io_total,memory_usage,network_throughput
2-CPU-Noise,-32.44421819649061,-1.9435753852906896,2.139080666840359,-4.4509811556294165
3-Memory-Noise,-23.241127737200085,-1.4816854408841211,2.668053168917281,-3.017772339466837
4-Network-Noise,-36.307266498279546,-3.745203566460648,4.593790064120482,-8.020736508345855
5-Disk-Noise,-9.064533699041268,3.732884645699786,10.77520068925754,-7.614586527598538
6-Combined-Noise,-56.4125536841378,3.921355919684791,11.996469622358187,-14.290473793660317
7-Recovery,-1.197472024431196,19.221102912718067,9.5959044896471,-3.462665234510508
