tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,0.05075384328887697,0.035505728988368804,0.12679120644294808,0.07145079694398988
tenant-dsk,0.05075384328887697,1.0,-0.15690498917769555,0.02785687164315796,-0.14128461101670423
tenant-mem,0.035505728988368804,-0.15690498917769555,1.0,0.057608626815218646,0.0652373637588899
tenant-nsy,0.12679120644294808,0.02785687164315796,0.057608626815218646,1.0,0.09002395658195292
tenant-ntk,0.07145079694398988,-0.14128461101670423,0.0652373637588899,0.09002395658195292,1.0
