tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,0.36618698989963067,0.26682780833645464,0.2469515160922816
tenant-dsk,0.36618698989963067,1.0,0.38503480217912783,0.3194823477808709
tenant-mem,0.26682780833645464,0.38503480217912783,1.0,0.4266673076386795
tenant-ntk,0.2469515160922816,0.3194823477808709,0.4266673076386795,1.0
