tenant1,tenant2,correlation,metric,phase
tenant-cpu,tenant-dsk,0.22126203842129546,cpu_usage,1-Baseline
tenant-cpu,tenant-mem,0.5171211509910638,cpu_usage,1-Baseline
tenant-cpu,tenant-ntk,-0.1178379286096517,cpu_usage,1-Baseline
tenant-dsk,tenant-mem,0.3960912859423008,cpu_usage,1-Baseline
tenant-dsk,tenant-ntk,-0.21223951682468606,cpu_usage,1-Baseline
tenant-mem,tenant-ntk,-0.04751364859489276,cpu_usage,1-Baseline
tenant-cpu,tenant-dsk,0.04548194718721815,cpu_usage,2-CPU-Noise
tenant-cpu,tenant-mem,0.5370082212085713,cpu_usage,2-CPU-Noise
tenant-cpu,tenant-nsy,-0.3898620264729628,cpu_usage,2-CPU-Noise
tenant-cpu,tenant-ntk,0.2551641512806509,cpu_usage,2-CPU-Noise
tenant-dsk,tenant-mem,0.12248752428862578,cpu_usage,2-CPU-Noise
tenant-dsk,tenant-nsy,-0.0721688466228126,cpu_usage,2-CPU-Noise
tenant-dsk,tenant-ntk,0.37725423310190664,cpu_usage,2-CPU-Noise
tenant-mem,tenant-nsy,-0.40894647296491654,cpu_usage,2-CPU-Noise
tenant-mem,tenant-ntk,0.2492243969609067,cpu_usage,2-CPU-Noise
tenant-nsy,tenant-ntk,0.10722218302592235,cpu_usage,2-CPU-Noise
tenant-cpu,tenant-dsk,0.13674843496216915,cpu_usage,3-Memory-Noise
tenant-cpu,tenant-mem,0.31720786326373734,cpu_usage,3-Memory-Noise
tenant-cpu,tenant-nsy,-0.08433221264103097,cpu_usage,3-Memory-Noise
tenant-cpu,tenant-ntk,0.3085551059382164,cpu_usage,3-Memory-Noise
tenant-dsk,tenant-mem,-0.0166932162769331,cpu_usage,3-Memory-Noise
tenant-dsk,tenant-nsy,0.16408370301893282,cpu_usage,3-Memory-Noise
tenant-dsk,tenant-ntk,0.38592650482708285,cpu_usage,3-Memory-Noise
tenant-mem,tenant-nsy,-0.24101883408292282,cpu_usage,3-Memory-Noise
tenant-mem,tenant-ntk,0.20491406692595546,cpu_usage,3-Memory-Noise
tenant-nsy,tenant-ntk,0.12625645544219988,cpu_usage,3-Memory-Noise
tenant-cpu,tenant-dsk,-0.07478233645093384,cpu_usage,4-Network-Noise
tenant-cpu,tenant-mem,0.6995440454592602,cpu_usage,4-Network-Noise
tenant-cpu,tenant-nsy,-0.5142836293392972,cpu_usage,4-Network-Noise
tenant-cpu,tenant-ntk,0.3059215385372972,cpu_usage,4-Network-Noise
tenant-dsk,tenant-mem,-0.1693656648911213,cpu_usage,4-Network-Noise
tenant-dsk,tenant-nsy,0.15191425464247046,cpu_usage,4-Network-Noise
tenant-dsk,tenant-ntk,0.4173969935195637,cpu_usage,4-Network-Noise
tenant-mem,tenant-nsy,-0.5640283827684598,cpu_usage,4-Network-Noise
tenant-mem,tenant-ntk,0.17113522808396028,cpu_usage,4-Network-Noise
tenant-nsy,tenant-ntk,0.11011197929436836,cpu_usage,4-Network-Noise
tenant-cpu,tenant-dsk,-0.04161292469130199,cpu_usage,5-Disk-Noise
tenant-cpu,tenant-mem,0.36793511773832976,cpu_usage,5-Disk-Noise
tenant-cpu,tenant-nsy,-0.075266698074891,cpu_usage,5-Disk-Noise
tenant-cpu,tenant-ntk,0.11141865528272774,cpu_usage,5-Disk-Noise
tenant-dsk,tenant-mem,-0.019853407199789678,cpu_usage,5-Disk-Noise
tenant-dsk,tenant-nsy,0.5189733295022241,cpu_usage,5-Disk-Noise
tenant-dsk,tenant-ntk,0.3661607211819901,cpu_usage,5-Disk-Noise
tenant-mem,tenant-nsy,0.028916139992689206,cpu_usage,5-Disk-Noise
