tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,0.0,0.0,0.0,0.0
tenant-dsk,0.0,22574892.913898684,0.0,7568051.322254983
tenant-mem,0.0,0.0,0.0,0.0
tenant-ntk,0.0,7568051.322254983,0.0,5056124.591016301
