target,source,p-value,metric,phase,round_id,score
tenant-cpu,tenant-dsk,,cpu_usage,1-Baseline,round-1,0.2199734419547817
tenant-cpu,tenant-mem,,cpu_usage,1-Baseline,round-1,0.2833385616246515
tenant-cpu,tenant-ntk,,cpu_usage,1-Baseline,round-1,0.25112758042425337
tenant-dsk,tenant-cpu,,cpu_usage,1-Baseline,round-1,0.17492443944947186
tenant-dsk,tenant-mem,,cpu_usage,1-Baseline,round-1,0.13184580056093692
tenant-dsk,tenant-ntk,,cpu_usage,1-Baseline,round-1,0.12813586531438634
tenant-mem,tenant-cpu,,cpu_usage,1-Baseline,round-1,0.3090625704118966
tenant-mem,tenant-dsk,,cpu_usage,1-Baseline,round-1,0.16441707151610557
tenant-mem,tenant-ntk,,cpu_usage,1-Baseline,round-1,0.26326591615908324
tenant-ntk,tenant-cpu,,cpu_usage,1-Baseline,round-1,0.23657362766402373
tenant-ntk,tenant-dsk,,cpu_usage,1-Baseline,round-1,0.18859650648514786
tenant-ntk,tenant-mem,,cpu_usage,1-Baseline,round-1,0.2460286105764322
tenant-cpu,tenant-dsk,,cpu_usage,2-CPU-Noise,round-1,0.12106066918039299
tenant-cpu,tenant-mem,,cpu_usage,2-CPU-Noise,round-1,0.08186903872669055
tenant-cpu,tenant-nsy,,cpu_usage,2-CPU-Noise,round-1,0.06021502752849015
tenant-cpu,tenant-ntk,,cpu_usage,2-CPU-Noise,round-1,0.12343622296907782
tenant-dsk,tenant-cpu,,cpu_usage,2-CPU-Noise,round-1,0.23479455052084167
tenant-dsk,tenant-mem,,cpu_usage,2-CPU-Noise,round-1,0.2500404152941089
tenant-dsk,tenant-nsy,,cpu_usage,2-CPU-Noise,round-1,0.22222806181579852
tenant-dsk,tenant-ntk,,cpu_usage,2-CPU-Noise,round-1,0.30150560059718506
tenant-mem,tenant-cpu,,cpu_usage,2-CPU-Noise,round-1,0.15463277250479365
tenant-mem,tenant-dsk,,cpu_usage,2-CPU-Noise,round-1,0.143141759104774
tenant-mem,tenant-nsy,,cpu_usage,2-CPU-Noise,round-1,0.1116158433695587
tenant-mem,tenant-ntk,,cpu_usage,2-CPU-Noise,round-1,0.13716297071464284
tenant-nsy,tenant-cpu,,cpu_usage,2-CPU-Noise,round-1,0.07857865694051691
tenant-nsy,tenant-dsk,,cpu_usage,2-CPU-Noise,round-1,0.12250389797374522
tenant-nsy,tenant-mem,,cpu_usage,2-CPU-Noise,round-1,0.07365338807448708
tenant-nsy,tenant-ntk,,cpu_usage,2-CPU-Noise,round-1,0.13692661438643924
tenant-ntk,tenant-cpu,,cpu_usage,2-CPU-Noise,round-1,0.14903130425355918
tenant-ntk,tenant-dsk,,cpu_usage,2-CPU-Noise,round-1,0.1835022908005748
tenant-ntk,tenant-mem,,cpu_usage,2-CPU-Noise,round-1,0.1773006922703494
tenant-ntk,tenant-nsy,,cpu_usage,2-CPU-Noise,round-1,0.14331513993374664
tenant-cpu,tenant-dsk,,cpu_usage,3-Memory-Noise,round-1,0.2678439855230941
tenant-cpu,tenant-mem,,cpu_usage,3-Memory-Noise,round-1,0.22519973386951647
tenant-cpu,tenant-nsy,,cpu_usage,3-Memory-Noise,round-1,0.2101991892675526
tenant-cpu,tenant-ntk,,cpu_usage,3-Memory-Noise,round-1,0.29947458833024915
tenant-dsk,tenant-cpu,,cpu_usage,3-Memory-Noise,round-1,0.3324455256362856
tenant-dsk,tenant-mem,,cpu_usage,3-Memory-Noise,round-1,0.34619643423329427
tenant-dsk,tenant-nsy,,cpu_usage,3-Memory-Noise,round-1,0.19208642278786442
tenant-dsk,tenant-ntk,,cpu_usage,3-Memory-Noise,round-1,0.4277263482299766
tenant-mem,tenant-cpu,,cpu_usage,3-Memory-Noise,round-1,0.24202478709465278
tenant-mem,tenant-dsk,,cpu_usage,3-Memory-Noise,round-1,0.2615965437856988
