,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.00046810062774148466,0.9452782892221206,0.6739265347230177
tenant-dsk,0.39511888906544856,,0.14149641019497236,0.4965472031770256
tenant-mem,0.7426215911836218,0.26475850569296233,,0.9882606737592551
tenant-ntk,0.00651443013946653,0.6195124780059434,0.9583048208980254,
