,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.009270620000751233,0.06011789605792152,0.18564464933150088,0.0007250827926456898
tenant-dsk,0.036557164630153766,,0.054876532950030574,0.00049294386025948,0.03344876987574796
tenant-mem,0.7315153273804058,0.0003392628505643836,,0.30466167769772917,0.0008360094970079194
tenant-nsy,0.010282177128610216,0.002211296855179766,0.000973736981968397,,0.14931248507935815
tenant-ntk,0.20066384388297295,0.0018990993032995678,0.017207882914874836,0.003960376137200432,
