,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.21269020465534774,0.22492037010794927,0.15272340767297032,0.201513801693676
tenant-dsk,0.21796925448287355,,0.24431473368971954,0.12841835684828987,0.20613827862077133
tenant-mem,0.27032074435949116,0.26305145938604224,,0.16365093261652977,0.23003916575407243
tenant-nsy,0.06831693877818874,0.06441466831152569,0.0750615184257266,,0.06064060278809628
tenant-ntk,0.2139516162761717,0.18150360742547372,0.1887878666699614,0.1327157256408508,
