,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.6987426254958561,0.8211046818657257,0.7118808780655798,0.8996852665723133
tenant-dsk,0.6689618435586066,,0.6128717984894085,0.6402813800093513,0.6165047750100673
tenant-mem,0.8054128682486261,0.6327349072688521,,0.7432660573609113,0.8609592113770307
tenant-nsy,0.8212827278893517,0.7160354135690784,0.8111702092579657,,0.7511440949709922
tenant-ntk,0.8647447214196016,0.7432792371474362,0.8339132771003176,0.8209639286434339,
