,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.020833333333333332,0.0,0.0
tenant-dsk,0.043142806771628045,,0.0,0.0
tenant-mem,0.0,0.0,,0.0
tenant-ntk,0.0,0.0,0.0,
